InputID,Al Amal,Al Amiriyyah,Al Sawah,Al-Mostaqbal,Athar an Naby,Badr,Cairo,El Mizalat,El-Mounib,El-Obour,El-Teraa El-,Fateh,Fom El-Khalig,Gesr Al Suez,Giza,Helwan,Imbaba,Maadi,Nasr,Port Said
Mostorod,44131.4920084,5625.39420782,6863.62375066,30072.7891454,38340.506967,40941.0059128,48871.920301599996,11679.38664142,42681.2061226,43856.6447388,9202.21645754,20918.7329752,30089.859165599995,15523.09885842,39779.606198400004,74343.069736,24576.880440599998,46688.8800946,21605.8641292,6679.65748982
Mostorod Ring Road,51599.8150662,14820.052982,15414.59856068,35110.282194199994,47819.916527199995,50332.0410012,55233.379605400005,19946.35072324,51880.7075592,53063.8131314,17949.20309406,29729.850750999998,39472.6544982,15706.93427592,48716.273325,83304.0988384,32630.795127599995,53119.3698594,30415.4769142,16047.63610226
Motseian,39910.7607194,30744.6115356,31567.5043576,43067.726199000004,9594.66933156,8212.0630609,49072.2307226,24300.4596562,8020.1654454,24068.066669,25966.749917200003,24438.5237662,6297.53945684,45336.365383599994,5763.3994587,51635.0829486,14313.07571464,47225.491995599994,24294.222679,28082.1153008
Nafoora Square (Moqattam),23772.5480092,23746.859869599997,23371.296571400002,26672.8916278,12825.93192428,17337.18117532,32485.9196288,23750.208216,21618.847976400004,14807.72335892,23552.037169,10361.52616028,11342.17582092,34205.8478198,22475.014238599997,45649.9733546,22848.5758404,30522.0490398,9855.18975918,23436.8067094
Nahda City,52642.8460376,36385.9000738,34962.41980340001,32313.5464478,65859.007326,69813.6518354,50795.32594719999,46245.2293118,73016.57950139999,64278.8393242,43528.6817172,43162.94724740001,59974.2406326,20681.776542,71508.4337804,89427.69687,58767.2888656,49399.251161800006,43608.1770008,40191.850962000004
Nahia,57848.62891919999,39685.4060306,41265.544968,58498.17878740001,27156.9888278,23908.0758038,66864.2117128,29924.856088200002,19873.69609902,41874.397571199996,32568.485350200004,39401.7198576,23130.5072258,55529.2403664,15022.0138917,67082.4972436,17282.679665400003,64946.0515734,39479.2683578,35843.733670999995
New Marg,49575.3193916,17318.4436648,16962.06543188,31288.136713,50625.259501199995,53662.2113148,51999.015811000005,25162.092237,55787.3160396,53873.7282628,22733.131105400003,30258.018886799997,42920.878357,10354.71722522,53144.728504800005,83226.7925442,38073.135286000004,49985.9888752,30908.435099000002,19996.29622444
Obour,80493.6192812,60397.386172800005,59507.3860576,60262.5189632,92364.313813,95975.50365439999,77975.9670904,68809.99979039999,98668.1986164,91997.5532298,66379.0337302,70017.50057979999,85596.95592200001,46295.2122762,96461.2604374,117345.04643699998,81719.6240894,76758.3654796,70531.57658200001,63525.7123112
Obour Market,53625.4999008,40697.0841266,39161.1856464,33714.7868092,69063.3526282,73161.7811276,50882.9683476,50737.3022408,76556.78162919999,66545.263976,47995.4243762,46334.57121559999,63593.3809704,24858.981229,75290.2949922,90526.7860638,63100.015140999996,49667.3854496,46731.4805602,44601.7831312
Om Bayoumi,52439.3724866,13990.909478,15921.81888188,39873.259502,40814.069421399996,42374.9449138,57957.50878840001,11152.80499284,42965.9294984,49123.6973056,10799.67224726,28114.52187,31820.414895200003,24855.361161599998,39087.159366,79993.44283560001,21977.6706144,55753.1369322,28763.298874199998,11666.09081316
Ommal Square,13809.38216522,41681.055959,39728.119736,16543.75090034,44506.2266206,49249.532295,6615.3984271,49255.1879316,54147.5649804,33512.530233599995,47308.1473828,30747.166624799996,45292.7776498,37417.008421800005,56078.2993646,48009.371471800005,54716.6405304,6249.07048726,30385.873948400003,44723.57116
Omraneyya,40325.7301478,36273.5997606,36948.198888599996,46185.381036800005,8080.14068032,3960.70949108,49734.1290304,30263.656407200004,2273.1638895,22421.0189936,31850.768384,28343.481497400004,10822.12402898,50393.8959016,4954.1869471,47522.03996540001,20127.9622158,48050.5167466,28083.408222400005,33821.8266632
Orabi Bridge (Shubra Al Kheima),47377.045861800005,10541.23714896,12666.70712882,36546.735758999996,34622.132049800006,36287.6552922,53458.6985768,4950.88195816,37082.7472576,43041.2692732,4892.27595568,22801.8191666,25659.2583164,24651.4169626,33425.123935,73915.9279698,16774.975687000002,51247.6688942,23416.997005,6957.40502294
Police Academy (East),24475.9076378,36037.633464599996,33916.98124,10945.33524716,49295.7415544,54024.5455516,20161.3479592,45397.869317000004,58540.878400400004,41568.200507199996,42973.527904400005,30017.544025,47492.2984524,27228.6490496,59292.4266758,60863.29632080001,53760.6988712,19131.09697058,29952.0481376,39804.0755876
Police Academy (South),17997.0086062,31306.579243599997,29257.044434599997,5267.98307378,41434.162798800004,46174.3638112,16400.42125254,39827.4727434,50733.31503319999,33833.050126999995,37612.0355214,22974.4272676,39950.4343828,25941.315821599997,51634.894832,54885.004596599996,47090.9076018,14704.8272901,22818.459684999998,34711.8820034
Qalaa,30081.705211799996,21437.928604,21632.144797599998,30655.636900999998,12037.4149252,15447.22402392,38630.2767552,18972.31222526,18674.60237074,19667.97051988,19362.5428422,12042.42916098,6156.18953058,34300.404553,18168.15836858,50386.619054,16497.9255239,36616.711794,11862.49736412,20081.049591799998
Qalyoub,66285.8642538,28435.5214796,30413.867681400003,54392.718452199995,50095.41166780001,50467.135096800004,72234.0796018,22758.5273558,49708.8694998,60679.160677199994,23733.344087,41698.1563692,41060.5577002,38308.753060400006,44954.979334400006,91359.203257,28049.7405614,70024.4628734,42305.313884400006,25630.4358842
Qalyoub El Balad,65334.6363194,27239.0100758,29183.856324,53093.7805258,49922.27777759999,50453.75994719999,71137.226016,22056.0063562,49862.404860400005,60192.890108800006,22858.919024000003,40788.1275008,40852.412101999995,36747.9264602,45191.71300919999,90941.51595539998,28113.565852,68929.4174472,41406.0532698,24583.017207
Qalyoub Exit,55546.217409000004,17758.68918972,19788.34664692,43851.4977404,41462.14553,42543.17375280001,61449.1355586,12508.35122182,42620.7284338,50864.9288928,13087.57141356,30996.700242400002,32364.893593599998,29242.3263694,38383.714651999995,81708.133435,21006.0017762,59239.25097000001,31615.9636416,14842.82724486
Qasr Al Einy,35647.393926599994,24643.086623,25308.055439400003,36861.0500048,10495.75396816,12025.88692308,44464.869155,19422.8036435,13891.3359734,22497.725919200002,20653.428395400002,18010.2010487,1413.872437406,38880.682316000006,12318.59082026,52184.0548624,12627.26138556,42504.830925199996,17912.88034692,22336.070068200002
Qawmeya Arabeya,49765.5361958,20682.7494262,22578.5909288,43886.5595232,28268.5670734,28374.863327599996,57393.475060000004,10290.08557236,27716.6668558,40142.6374322,13064.80447774,26277.406113999998,19440.48470098,36318.523554600004,23176.4476268,70213.5920546,5950.03390332,55237.7842088,26668.531782,16564.8659111
Qism El Hadayek,36901.66556,3766.20080928,4603.4475901999995,26154.3422112,29685.0142588,32590.444379,42725.319822000005,8861.6325345,34786.0094928,34977.434246599994,6477.10988654,12637.69382478,21850.6478626,18884.23393706,32459.590044999997,65589.3997118,19557.0536461,40514.49430119999,13303.21772674,3915.46577728
Qism El Marg,45919.194422,15091.24100832,14377.02397448,27672.351803600002,47957.26929719999,51179.550507199994,48353.2895432,23938.605660799996,53538.545805199996,50605.381884400005,21338.8745868,27043.600929400003,40550.6753928,6920.63490852,51155.2673728,79744.4343584,36766.4770946,46333.518044,27679.216312599998,18282.2242268
Rabaah Al Adaweya Mosque,26624.898543799998,12277.59079742,10649.639534200001,15720.56583818,28811.958995999998,32863.345878600005,31806.1094056,19468.4644781,36373.841145,29153.5086208,17403.90127238,6130.7194457,23630.8583822,17838.189918599997,35605.277498,58353.7914222,27322.518923000003,29598.881576599997,6629.58212134,14859.49183288
Ramses,37037.1144562,16053.04726838,17018.41443522,33142.259887199994,19029.61076056,21026.1569184,44863.7248688,10662.65134746,22606.434106,28373.3335112,11667.70393106,14370.13939416,10200.2733818,31118.056488200004,20018.894320800002,59065.1051174,9848.29616626,42735.477845999994,14624.71682966,13402.59289944
Rawda Mosque (Obour),72923.644838,54302.293502,53262.1557046,52752.2714884,85648.11015860001,89385.3860086,70339.062438,63176.607284000005,92255.1031108,84772.49472439999,60647.7359566,63135.912758599996,79163.6217766,39639.492027199994,90268.8018402,109795.1061058,76066.99683480001,69126.11068839999,63626.830571599996,57639.49851340001
Rehab Square,30292.5717496,42363.7202998,40237.9716094,18226.82484396,56613.757267999994,61354.077896200004,24221.846187400002,52062.1691376,65899.528875,48388.296762599995,49550.088480599996,37329.68940259999,54879.90149040001,31737.3728416,66683.23901719999,65645.527318,60895.099834399996,23763.917995400003,37284.7686328,46271.77575280001
Remaya Square,55353.5698414,47784.812656,48906.6647258,61112.8984726,23178.9294574,18502.77220552,64810.683262599996,39562.7638666,13533.33697346,36539.958824,41810.3096266,42682.5182322,24536.1289292,63024.906257200004,12499.52185634,56535.6255896,26925.9576648,63186.3813248,42519.3384602,44552.3821194
Remaya Square 28,54880.51246980001,46993.660207199995,48121.455462800004,60449.48247259999,22669.8102132,18026.29417284,64329.119172000006,38759.1553888,13038.20341118,36170.9695448,41008.3415666,41978.0101266,23830.4718286,62247.6420156,11793.85693782,56571.0171618,26123.059719,62689.8828108,41821.0548872,43754.389059
Roxy,33919.1689386,5757.3812055,3713.74813804,20384.029599200003,33094.655938200005,36594.62156680001,38572.474675,15363.40034134,39404.019706,35695.82275980001,12764.90000526,12071.15325586,26312.4312574,13273.7816753,37682.69993,65459.714411,26046.820688,36384.949949,12733.87572074,9464.59691078
Saad Zaghloul Metro,34322.7032476,21724.424328,22323.840159400002,34233.8374312,12496.0531396,14706.06940574,42879.866597800006,17182.55996872,16894.07595324,22849.212962999998,18154.19958604,15235.24096872,3878.94111778,35835.127809,15323.02877744,53155.5705294,12497.62796066,40861.4023216,15192.6758603,19594.89487914
Saft Al Laban,48653.552952599995,34172.6987206,35446.7631264,50357.0298616,18057.01031896,15254.94564238,57731.85400040001,25592.8596924,12040.66141748,32738.614291600003,27899.2433928,31308.821577999995,14121.4149324,49712.2496796,6777.93343044,59024.18274040001,12941.05296408,55842.638274000004,31300.169927,30759.0133504
Salam Alexandria,56081.45603840001,35016.262275199995,33893.7169672,35617.467134599996,66287.9569902,69976.541925,55106.5174048,44252.329483,72827.0117544,66101.0257278,41638.7539114,43897.683549400004,59735.3679944,20231.497824000002,70883.1270554,92530.801472,57057.9995724,53561.912995599996,44413.4052026,38501.7036996
Saqqara Badrasheen,45244.1697056,67453.3510694,67193.878915,63110.53283,35514.9786226,34962.0366536,52499.952253400006,65091.2071594,36652.186756,30486.1898948,65813.851166,53691.845338,44611.5650344,77223.92072060001,41887.7559734,18841.4199823,57403.3733852,52268.5426164,53069.772316,66564.2685774
Saqr Quraish,19833.33943062,31120.859702599995,30550.305459599997,28818.673917400003,12470.33803344,17159.31826062,29223.3614124,31430.735445599996,22108.6644326,7180.59016926,31261.857655,16615.10262666,16054.87675832,40139.2936822,24631.8346032,37949.9587982,29317.058703400005,27552.145105400003,15976.9471809,31068.240520599997
Shabab Station (Obour),80740.6234716,60198.2573416,59338.1195104,60470.903709000006,92284.9860254,95864.8951126,78325.87289039999,68523.24294340001,98517.1126172,92068.38135560001,66110.3174958,69988.34724039999,85454.0147638,46225.87441519999,96264.9387788,117572.29890980001,81429.6543088,77087.47175560001,70508.4984248,63285.9425666
Shaboory Canal,45945.053777,7138.80889792,8737.62743814,32322.0341618,38594.343716,40954.5741224,50911.8786954,10651.42538168,42429.7578524,44846.4179854,8505.58996424,22323.2569004,30099.265471599996,17675.36453934,39285.440491400004,75489.217442,23518.8857942,48721.1633216,23004.6955156,6824.00053882
Shabramant,41101.1828536,48164.1231504,48476.400888,52484.1457638,14852.01161206,12077.26080464,50433.944709400006,43453.7944314,12410.73119856,21143.344632,44745.8691114,37319.949624400004,22891.7578526,60879.1322544,17557.87186064,36968.8479276,33957.8633444,49213.2487464,36867.69437219999,46281.904643199996
Sharabeya,37338.4366352,10317.05987568,11414.81323506,30228.429420200002,24155.9844016,26555.4091604,44330.389716800004,6836.13302542,28344.5100648,31709.306374400003,6688.5287849,12980.24495124,15697.78336908,25666.361388799996,25753.857972799997,62584.148329400006,13233.52780316,42141.7937478,13467.98367052,7738.60627518
Sheikh Zayed General Hospital,83744.2724446,65984.49711319999,67738.434496,85756.5911456,51689.705445199994,47404.973013999996,93028.1651602,55737.99041340001,42470.166526,65901.847291,58497.712148399994,66655.1718136,49800.0858288,81769.4432154,39305.8473018,85554.5587744,43950.783010600004,91224.307481,66718.376808,61948.345126199994
Smart Village,81752.4668254,61131.96019019999,62977.2035316,82171.1488404,50258.67026,46318.14608580001,90857.5174454,50759.3703378,41572.188504800004,64829.043188999996,53533.992373400004,63155.73175040001,47174.1852992,76771.7286098,37728.577652199994,86639.8779126,39644.1137728,88964.14023160002,63283.7560436,57029.900589
Sphinx Airport,105466.779365,84075.1825868,86007.5128134,105941.44837180001,73657.3659062,69488.919618,114638.84065939998,73656.3650064,64596.296283200005,88021.46022000001,76418.0162552,86977.5831246,71023.69971239999,99418.84767160002,61170.9356332,107470.7444618,63224.353773,112769.85155620001,87120.8274288,79932.5264924
Tagneed (Hadabet Al Haram),58791.440727,51877.5812308,53017.869073,65107.026174800005,26800.1389194,22053.958113,68269.219117,43534.3006602,17182.08746544,39645.06222280001,45822.2134556,46761.8355518,28622.603418000002,67150.46685540001,16595.76768974,57851.29635140001,30807.638714599998,66696.6552224,46588.0889646,48607.7790694
Tibeen,50661.8533214,81731.5200832,81019.2444534,70906.49707699999,53223.891594,53891.2826964,54802.7718964,81471.09529960001,56504.394096,43495.326823,81664.16056599999,66747.7467104,62109.16740880001,88549.934232,61759.913254,13787.46274246,75769.7800908,55442.4863976,66067.82401,81711.2263636
Total (6th of October),111697.137589,103220.5258438,104716.9508674,118967.7531532,80464.014125,75686.4953536,121152.04706560001,93520.62019560001,70975.9605182,91875.5826292,96173.4110388,100390.300602,82276.09995060001,119023.15406239999,70277.11231319999,100408.59906960001,80838.4761598,119759.938953,100266.8020768,99435.4166618
Warraq Al Arab,47729.0412296,17985.90268978,19868.17962072,41283.0403764,27823.4070564,28387.527826200003,55171.44313099999,7624.08565996,28208.1710878,38984.033661,10393.95164118,23929.5207716,18798.74091798,33666.6852172,23966.1104032,69356.5022406,6638.04914086,53002.735851800004,24351.3242908,13880.54050568
Zahraa Ain Shams,42834.1764446,12331.46332964,11365.58437694,25085.225466,44771.7084596,48079.3862514,45593.181732599995,21813.251763599998,50560.6741818,47248.8683354,19116.6606419,23693.983908200003,37525.0566942,5552.0669685,48334.359887599996,76424.89845780001,34461.7804692,43538.199229800004,24327.4842752,15860.02031656
Zahraa Madinet Nasr,21819.907851599997,29116.4209928,27013.776158599998,3705.3317111999995,42844.814581599996,47514.427351599996,20513.94644,38229.3844632,51893.5453556,36453.7702002,35858.3109736,22802.311650599997,40492.5824486,22240.6513244,52388.616258199996,58715.80110240001,46454.716644,18840.07313052,22769.7339788,32765.7958672
Zahraa Metro,32796.3188656,31944.188369800002,32244.087115400005,38868.755644,1808.16187246,5139.06737304,42158.8082298,27934.502390400005,9548.88435002,15966.22427476,28926.287582,21779.6935468,7311.80109644,44866.77986,11683.3726544,44059.0760786,20766.823125,40439.7787994,21422.532401599998,30203.7587736
Zamalek Ferry,42929.520945599994,18774.801859799998,20243.848145,38791.0109058,21616.1754034,22378.198755,50851.482333,10078.45542492,22636.041568599998,32952.344002599995,12279.65235394,20277.7290212,12575.78142482,34547.7655942,18859.9027027,63183.491106400004,4072.5827286,48728.2619,20567.4323778,15179.42408932
Zayed 2000,83174.82875039999,67927.3895742,69587.02343039999,86477.4010008,50932.710262,46444.286894,92560.0205414,57867.2180814,41448.4083496,64734.4888326,60592.2640204,67406.2201992,49999.915319199994,83774.70633660001,38865.5137012,82737.7515934,45612.45688419999,90833.9771182,67414.66717100001,63977.2452118
Zayed 2000 Gate 3,85115.3351864,69808.8434966,71479.20991739999,88443.2628696,52868.477613,48367.1227198,94505.483099,59722.626486,43369.4211986,66630.41441360001,62453.198292199995,69370.1427034,51969.62424040001,85652.6694018,40823.179273199996,84345.013939,47514.2926974,92783.8352132,69380.0207622,65847.4669574
