InputID,TargetID,Distance
Daewoo,El Mizalat,46308.1227184
Daewoo,El-Teraa El-,47614.8058009
Daewoo,Helwan,48436.9606342
Daewoo,Port Said,49215.7034066
Daewoo,Nasr,49274.4612003
Daewoo,Fateh,49349.8084945
Daewoo,Al Amiriyyah,51070.9455468
Daewoo,Al Sawah,51787.75162
Daewoo,Al Mataria,51946.5386676
Daewoo,Al Amal,54601.5176387
Daewoo,Al-Mostaqbal,58550.6134523
Daewoo,Maadi,58644.9182664
Daewoo,Gesr Al Suez,58942.5624164
Daewoo,Cairo,59314.9169443
Daewoo,Katameya,61678.0065563
Hyper,Giza,17904.7871135
Hyper,El-Mounib,19371.9242897
Hyper,Imbaba,20839.2695209
Hyper,Tiba,21810.1363588
Hyper,Badr,21854.8928944
Hyper,Fom El-Khalig,23316.8100389
Hyper,Athar an Naby,24040.2719377
Hyper,El Mizalat,26912.9684694
Hyper,El Basatin,27870.9757925
Hyper,El-Teraa El-,28280.2767291
Hyper,Port Said,29981.4776141
Hyper,El-Obour,31075.1278497
Hyper,Fateh,31906.9017919
Hyper,Nasr,31922.4694118
Hyper,Al Amiriyyah,31968.2718268
Hyper,Al Mataria,32809.643341
Hyper,Al Sawah,32810.8382966
Hyper,Gesr Al Suez,39887.4817968
Hyper,Al Amal,40119.9261456
Hyper,Helwan,40705.0062938
Hyper,Al-Mostaqbal,41454.4603139
Hyper,Maadi,43901.3572655
Hyper,Cairo,44786.197579
Hyper,Katameya,47083.964383
Dolce,Giza,29929.7056122
Dolce,El-Mounib,30206.9104159
Dolce,Badr,32546.3912242
Dolce,Athar an Naby,34934.7202879
Dolce,Imbaba,35521.6019629
Dolce,Fom El-Khalig,35941.5617622
Dolce,Tiba,36510.3092463
Dolce,El Basatin,38935.9013164
Dolce,El-Obour,40612.3820019
Dolce,El Mizalat,41917.5366334
Dolce,El-Teraa El-,43222.4993979
Dolce,Port Said,44821.7211291
Dolce,Nasr,44940.1941103
Dolce,Fateh,45010.471231
Dolce,Helwan,45183.4248375
Dolce,Al Amiriyyah,46676.3949287
Dolce,Al Sawah,47393.9725418
Dolce,Al Mataria,47551.968376
Dolce,Al Amal,50523.1300958
Dolce,Al-Mostaqbal,54249.9376453
Dolce,Gesr Al Suez,54548.921948
Dolce,Maadi,54555.2170887
Dolce,Cairo,55250.2707311
Dolce,Katameya,57614.5741459
Masaken Ain Shams,Gesr Al Suez,1504.9716887
Masaken Ain Shams,Al Mataria,6317.96240708
Masaken Ain Shams,Al Sawah,6578.35197004
Masaken Ain Shams,Al Amiriyyah,7198.05070753
Masaken Ain Shams,Port Said,9070.61835337
Masaken Ain Shams,El-Teraa El-,10744.6563254
Masaken Ain Shams,Al-Mostaqbal,11800.8286751
Masaken Ain Shams,El Mizalat,12110.3152355
Masaken Ain Shams,Fateh,12166.4937959
Masaken Ain Shams,Nasr,12466.7158712
Masaken Ain Shams,Tiba,17373.9575959
Masaken Ain Shams,Imbaba,18363.68202
Masaken Ain Shams,Fom El-Khalig,19540.1501214
Masaken Ain Shams,El Basatin,20601.7891479
Masaken Ain Shams,Al Amal,21041.7184025
Masaken Ain Shams,Maadi,21153.0319565
Masaken Ain Shams,Cairo,22156.5045483
Masaken Ain Shams,Katameya,22898.5002171
Masaken Ain Shams,Athar an Naby,23003.2334444
Masaken Ain Shams,El-Obour,23834.5826774
Masaken Ain Shams,Badr,24742.2728686
Masaken Ain Shams,Giza,25068.9939848
Masaken Ain Shams,El-Mounib,26080.2118467
Masaken Ain Shams,Helwan,38179.6382734
Mahkama (New Cairo),Maadi,3484.3666342
Mahkama (New Cairo),Cairo,3991.74025106
Mahkama (New Cairo),Katameya,4049.48065482
Mahkama (New Cairo),Al Amal,6781.71822076
Mahkama (New Cairo),Al-Mostaqbal,7083.97716288
Mahkama (New Cairo),Nasr,14159.3574245
Mahkama (New Cairo),Fateh,14328.2246282
Mahkama (New Cairo),El-Obour,16399.1812259
Mahkama (New Cairo),Gesr Al Suez,17541.5902379
Mahkama (New Cairo),El Basatin,17595.5826242
Mahkama (New Cairo),Al Sawah,18687.5138951
Mahkama (New Cairo),Al Mataria,19512.0920018
Mahkama (New Cairo),Al Amiriyyah,19668.460012
Mahkama (New Cairo),Port Said,21207.3376858
Mahkama (New Cairo),Athar an Naby,21609.6773453
Mahkama (New Cairo),Fom El-Khalig,21810.8642091
Mahkama (New Cairo),El-Teraa El-,22517.1784621
Mahkama (New Cairo),El Mizalat,23506.7931624
Mahkama (New Cairo),Badr,23991.5374141
Mahkama (New Cairo),Helwan,24445.6067644
Mahkama (New Cairo),Tiba,25684.2444854
Mahkama (New Cairo),Imbaba,26360.2119453
Mahkama (New Cairo),El-Mounib,26418.8179034
Mahkama (New Cairo),Giza,27296.511289
8th District (6th of October),Giza,28005.3765542
8th District (6th of October),El-Mounib,28707.4133606
8th District (6th of October),Badr,31157.3568706
8th District (6th of October),Imbaba,32595.1700301
8th District (6th of October),Athar an Naby,33526.2787695
8th District (6th of October),Tiba,33582.169836
8th District (6th of October),Fom El-Khalig,33909.5325042
8th District (6th of October),El Basatin,37534.9478509
8th District (6th of October),El Mizalat,38854.4733942
8th District (6th of October),El-Obour,39778.8273516
8th District (6th of October),El-Teraa El-,40199.8206775
8th District (6th of October),Port Said,41862.0831438
8th District (6th of October),Nasr,42844.9885647
8th District (6th of October),Fateh,42879.3763964
8th District (6th of October),Al Amiriyyah,43795.98925
8th District (6th of October),Al Sawah,44583.0987277
8th District (6th of October),Al Mataria,44656.0650876
8th District (6th of October),Helwan,46067.9778992
8th District (6th of October),Al Amal,49497.1592138
8th District (6th of October),Gesr Al Suez,51718.4458393
8th District (6th of October),Al-Mostaqbal,52309.2006981
8th District (6th of October),Maadi,53468.5746601
8th District (6th of October),Cairo,54239.4207342
8th District (6th of October),Katameya,56595.0693618
Isbiko,Gesr Al Suez,8832.52623818
Isbiko,Al Mataria,15365.7755541
Isbiko,Al Sawah,15677.2877991
Isbiko,Al Amiriyyah,16250.6661782
Isbiko,Al-Mostaqbal,16737.7724899
Isbiko,Port Said,18011.9730593
Isbiko,El-Teraa El-,19594.9504069
Isbiko,Fateh,20675.8888286
Isbiko,El Mizalat,20910.4060046
Isbiko,Nasr,20935.5617987
Isbiko,Maadi,25812.5402863
Isbiko,Tiba,26312.0075571
Isbiko,Katameya,26574.5673735
Isbiko,Cairo,26609.8317624
Isbiko,Al Amal,26961.3261533
Isbiko,Imbaba,27299.3344206
Isbiko,Fom El-Khalig,28585.7195616
Isbiko,El Basatin,29147.4692905
Isbiko,El-Obour,31817.0237342
Isbiko,Athar an Naby,31862.2383473
Isbiko,Badr,33704.7653788
Isbiko,Giza,34167.3306052
Isbiko,El-Mounib,35131.6394826
Isbiko,Helwan,45130.3084134
Masaken Othman,Giza,29148.1869635
Masaken Othman,El-Mounib,29199.5590074
Masaken Othman,Badr,31460.3275597
Masaken Othman,Athar an Naby,33838.5925352
Masaken Othman,Fom El-Khalig,35163.7723511
Masaken Othman,Imbaba,35265.8278884
Masaken Othman,Tiba,36248.3523817
Masaken Othman,El Basatin,37808.4931795
Masaken Othman,El-Obour,39202.6271359
Masaken Othman,El Mizalat,41707.2610375
Masaken Othman,El-Teraa El-,42979.7791878
Masaken Othman,Helwan,43060.3761484
Masaken Othman,Nasr,44143.2040471
Masaken Othman,Fateh,44232.8556995
Masaken Othman,Port Said,44531.460794
Masaken Othman,Al Amiriyyah,46328.3519776
Masaken Othman,Al Sawah,47000.0175927
Masaken Othman,Al Mataria,47209.828157
Masaken Othman,Al Amal,49160.8009283
Masaken Othman,Maadi,53208.615801
Masaken Othman,Al-Mostaqbal,53333.1146613
Masaken Othman,Cairo,53866.1309684
Masaken Othman,Gesr Al Suez,54140.8919264
Masaken Othman,Katameya,56228.036808
Dandy Mall,Giza,18227.7764478
Dandy Mall,Imbaba,19354.6080619
Dandy Mall,El-Mounib,20130.4851149
Dandy Mall,Tiba,20272.8582525
Dandy Mall,Badr,22510.1896288
Dandy Mall,Fom El-Khalig,23002.3651932
Dandy Mall,Athar an Naby,24492.6812876
Dandy Mall,El Mizalat,24988.2493244
Dandy Mall,El-Teraa El-,26374.8897792
Dandy Mall,El Basatin,28087.1933226
Dandy Mall,Port Said,28118.8525857
Dandy Mall,Al Amiriyyah,30163.7300893
Dandy Mall,Al Mataria,30967.1524287
Dandy Mall,Fateh,31054.2709444
Dandy Mall,Al Sawah,31076.8973752
Dandy Mall,Nasr,31113.6515072
Dandy Mall,El-Obour,31769.3884193
Dandy Mall,Gesr Al Suez,38003.6060326
Dandy Mall,Al Amal,40268.57824
Dandy Mall,Al-Mostaqbal,40572.4523997
Dandy Mall,Helwan,42641.4386069
Dandy Mall,Maadi,43888.1464629
Dandy Mall,Cairo,44830.6612678
Dandy Mall,Katameya,47069.276913
Zahraa Madinet Nasr,Al-Mostaqbal,1852.6658556
Zahraa Madinet Nasr,Maadi,9420.03656526
Zahraa Madinet Nasr,Cairo,10256.97322
Zahraa Madinet Nasr,Katameya,10561.2964649
Zahraa Madinet Nasr,Al Amal,10909.9539258
Zahraa Madinet Nasr,Gesr Al Suez,11120.3256622
Zahraa Madinet Nasr,Nasr,11384.8669894
Zahraa Madinet Nasr,Fateh,11401.1558253
Zahraa Madinet Nasr,Al Sawah,13506.8880793
Zahraa Madinet Nasr,Al Mataria,14203.0891934
Zahraa Madinet Nasr,Al Amiriyyah,14558.2104964
Zahraa Madinet Nasr,Port Said,16382.8979336
Zahraa Madinet Nasr,El Basatin,17615.4317506
Zahraa Madinet Nasr,El-Teraa El-,17929.1554868
Zahraa Madinet Nasr,El-Obour,18226.8851001
Zahraa Madinet Nasr,El Mizalat,19114.6922316
Zahraa Madinet Nasr,Fom El-Khalig,20246.2912243
Zahraa Madinet Nasr,Athar an Naby,21422.4072908
Zahraa Madinet Nasr,Tiba,22402.0990274
Zahraa Madinet Nasr,Imbaba,23227.358322
Zahraa Madinet Nasr,Badr,23757.2136758
Zahraa Madinet Nasr,El-Mounib,25946.7726778
Zahraa Madinet Nasr,Giza,26194.3081291
Zahraa Madinet Nasr,Helwan,29357.9005512
Kattameya,Maadi,2002.43732188
Kattameya,Al Amal,2082.08013119
Kattameya,Cairo,2673.10146693
Kattameya,Katameya,5025.52849587
Kattameya,Al-Mostaqbal,9868.10478834
Kattameya,El-Obour,12051.6931472
Kattameya,Nasr,13295.8874714
Kattameya,Fateh,13560.8576449
Kattameya,El Basatin,14260.3195005
Kattameya,Athar an Naby,18169.2425574
Kattameya,Fom El-Khalig,19291.4332896
Kattameya,Al Sawah,19463.1483281
Kattameya,Helwan,19485.2821091
Kattameya,Gesr Al Suez,20130.9496636
Kattameya,Al Amiriyyah,20306.0707651
Kattameya,Al Mataria,20373.0160566
Kattameya,Badr,20481.1389601
Kattameya,Port Said,21458.8216526
Kattameya,El-Teraa El-,22462.3828665
Kattameya,El-Mounib,22972.8690187
Kattameya,El Mizalat,23212.6766854
Kattameya,Giza,24225.2064126
Kattameya,Tiba,24300.1094245
Kattameya,Imbaba,24824.3881251
Arabella,Katameya,1681.83233565
Arabella,Cairo,1904.41629445
Arabella,Maadi,2113.60305664
Arabella,Al Amal,6161.19037309
Arabella,Al-Mostaqbal,9487.3706973
Arabella,Nasr,15671.0126912
Arabella,Fateh,15878.172834
Arabella,El-Obour,16136.9761343
Arabella,El Basatin,18018.1126444
Arabella,Gesr Al Suez,19996.3602849
Arabella,Al Sawah,20778.817349
Arabella,Al Mataria,21631.5237669
Arabella,Al Amiriyyah,21728.5521593
Arabella,Athar an Naby,21993.1383905
Arabella,Helwan,22615.1864802
Arabella,Fom El-Khalig,22694.3835518
Arabella,Port Said,23165.6181143
Arabella,Badr,24341.3610317
Arabella,El-Teraa El-,24388.5053919
Arabella,El Mizalat,25305.7587761
Arabella,El-Mounib,26815.6709959
Arabella,Tiba,27094.2875237
Arabella,Imbaba,27711.3329424
Arabella,Giza,27914.9428599
Maspero Ferry,Fom El-Khalig,3557.13787105
Maspero Ferry,Tiba,3845.75800566
Maspero Ferry,Imbaba,4123.859973
Maspero Ferry,El Mizalat,6906.43788095
Maspero Ferry,El-Teraa El-,7635.26084203
Maspero Ferry,Giza,7963.78178
Maspero Ferry,Athar an Naby,8108.30173217
Maspero Ferry,Fateh,8571.78374077
Maspero Ferry,Nasr,8634.40203465
Maspero Ferry,Port Said,8667.67888779
Maspero Ferry,El Basatin,8749.19517219
Maspero Ferry,Badr,8786.39627646
Maspero Ferry,El-Mounib,9359.61989169
Maspero Ferry,Al Amiriyyah,10069.8358554
Maspero Ferry,Al Sawah,10563.8523482
Maspero Ferry,Al Mataria,10945.8625493
Maspero Ferry,El-Obour,13636.8153185
Maspero Ferry,Gesr Al Suez,17603.9873214
Maspero Ferry,Al-Mostaqbal,18104.6347363
Maspero Ferry,Al Amal,19073.8226699
Maspero Ferry,Maadi,22185.9139405
Maspero Ferry,Cairo,23220.8104295
Maspero Ferry,Katameya,25290.6717364
Maspero Ferry,Helwan,28749.3299538
Arab Maadi,El-Obour,2605.78173693
Arab Maadi,El Basatin,2791.15342888
Arab Maadi,Athar an Naby,4766.81591726
Arab Maadi,Badr,6779.85945856
Arab Maadi,Fom El-Khalig,8132.84348183
Arab Maadi,El-Mounib,9262.55878275
Arab Maadi,Nasr,10610.2366973
Arab Maadi,Fateh,10908.673108
Arab Maadi,Giza,11012.0008183
Arab Maadi,Al Amal,11876.947508
Arab Maadi,Tiba,15096.7704392
Arab Maadi,Imbaba,15115.5518679
Arab Maadi,Maadi,15888.3873065
Arab Maadi,Cairo,16618.5455539
Arab Maadi,El Mizalat,17260.6326641
Arab Maadi,Al-Mostaqbal,17294.1403848
Arab Maadi,El-Teraa El-,17378.2280142
Arab Maadi,Helwan,17453.3870432
Arab Maadi,Port Said,17519.2077645
Arab Maadi,Al Sawah,17622.7386017
Arab Maadi,Al Amiriyyah,17795.3144412
Arab Maadi,Al Mataria,18436.2180427
Arab Maadi,Katameya,18979.7007394
Arab Maadi,Gesr Al Suez,22796.0536031
Al Shorouq Academy (Dorra),Al-Mostaqbal,25056.2515423
Al Shorouq Academy (Dorra),Katameya,25973.9704374
Al Shorouq Academy (Dorra),Gesr Al Suez,27135.7904115
Al Shorouq Academy (Dorra),Cairo,27818.1839988
Al Shorouq Academy (Dorra),Maadi,27886.878255
Al Shorouq Academy (Dorra),Al Amal,31531.1370099
Al Shorouq Academy (Dorra),Al Sawah,33565.6851407
Al Shorouq Academy (Dorra),Al Mataria,33815.0706685
Al Shorouq Academy (Dorra),Fateh,34284.4988881
Al Shorouq Academy (Dorra),Nasr,34337.4781699
Al Shorouq Academy (Dorra),Al Amiriyyah,34545.4853776
Al Shorouq Academy (Dorra),Port Said,36619.6654114
Al Shorouq Academy (Dorra),El-Teraa El-,38375.0548187
Al Shorouq Academy (Dorra),El Mizalat,39749.408509
Al Shorouq Academy (Dorra),El-Obour,40805.2750261
Al Shorouq Academy (Dorra),El Basatin,40833.0593093
Al Shorouq Academy (Dorra),Fom El-Khalig,43329.8260447
Al Shorouq Academy (Dorra),Tiba,44252.1620019
Al Shorouq Academy (Dorra),Athar an Naby,44680.4552118
Al Shorouq Academy (Dorra),Imbaba,45185.5964501
Al Shorouq Academy (Dorra),Badr,47019.7983084
Al Shorouq Academy (Dorra),Helwan,48183.6992121
Al Shorouq Academy (Dorra),El-Mounib,49199.0476616
Al Shorouq Academy (Dorra),Giza,49332.7417962
Zayed 2000 Gate 3,Giza,20411.5896366
Zayed 2000 Gate 3,El-Mounib,21684.7105993
Zayed 2000 Gate 3,Imbaba,23757.1463487
Zayed 2000 Gate 3,Badr,24183.5613599
Zayed 2000 Gate 3,Tiba,24731.7860405
Zayed 2000 Gate 3,Fom El-Khalig,25984.8121202
Zayed 2000 Gate 3,Athar an Naby,26434.2388065
Zayed 2000 Gate 3,El Mizalat,29861.313243
Zayed 2000 Gate 3,El Basatin,30332.341294
Zayed 2000 Gate 3,El-Teraa El-,31226.5991461
Zayed 2000 Gate 3,Port Said,32923.7334787
Zayed 2000 Gate 3,El-Obour,33315.2072068
Zayed 2000 Gate 3,Fateh,34685.0713517
Zayed 2000 Gate 3,Nasr,34690.0103811
Zayed 2000 Gate 3,Al Amiriyyah,34904.4217483
Zayed 2000 Gate 3,Al Sawah,35739.6049587
Zayed 2000 Gate 3,Al Mataria,35748.5253121
Zayed 2000 Gate 3,Helwan,42172.5069695
Zayed 2000 Gate 3,Al Amal,42557.6675932
Zayed 2000 Gate 3,Gesr Al Suez,42826.3347009
Zayed 2000 Gate 3,Al-Mostaqbal,44221.6314348
Zayed 2000 Gate 3,Maadi,46391.9176066
Zayed 2000 Gate 3,Cairo,47252.7415495
Zayed 2000 Gate 3,Katameya,49568.2711947
Remaya Square,Giza,6249.76092817
Remaya Square,El-Mounib,6766.66848673
Remaya Square,Badr,9251.38610276
Remaya Square,Athar an Naby,11589.4647287
Remaya Square,Fom El-Khalig,12268.0644646
Remaya Square,Imbaba,13462.9788324
Remaya Square,Tiba,14362.481844
Remaya Square,El Basatin,15583.6439958
Remaya Square,El-Obour,18269.979412
Remaya Square,El Mizalat,19781.3819333
Remaya Square,El-Teraa El-,20905.1548133
Remaya Square,Nasr,21259.6692301
Remaya Square,Fateh,21341.2591161
Remaya Square,Port Said,22276.1910597
Remaya Square,Al Amiriyyah,23892.406328
Remaya Square,Al Sawah,24453.3323629
Remaya Square,Al Mataria,24776.3667133
Remaya Square,Al Amal,27676.7849207
Remaya Square,Helwan,28267.8127948
Remaya Square,Al-Mostaqbal,30556.4492363
Remaya Square,Gesr Al Suez,31512.4531286
Remaya Square,Maadi,31593.1906624
Remaya Square,Cairo,32405.3416313
Remaya Square,Katameya,34746.4104502
Hadaba Wosta (Moqattam),Nasr,5795.41180746
Hadaba Wosta (Moqattam),Fateh,6092.88380909
Hadaba Wosta (Moqattam),Al Amal,6226.31684484
Hadaba Wosta (Moqattam),Al-Mostaqbal,8007.15460778
Hadaba Wosta (Moqattam),El Basatin,8286.85385467
Hadaba Wosta (Moqattam),El-Obour,8795.51499491
Hadaba Wosta (Moqattam),Maadi,8926.13397721
Hadaba Wosta (Moqattam),Cairo,9972.8745044
Hadaba Wosta (Moqattam),Katameya,12031.0557466
Hadaba Wosta (Moqattam),Fom El-Khalig,12219.5945489
Hadaba Wosta (Moqattam),Athar an Naby,12257.5795928
Hadaba Wosta (Moqattam),Al Sawah,12730.1757016
Hadaba Wosta (Moqattam),Al Amiriyyah,13416.7787904
Hadaba Wosta (Moqattam),Al Mataria,13665.0248889
Hadaba Wosta (Moqattam),Port Said,14259.1272873
Hadaba Wosta (Moqattam),Badr,14643.4394698
Hadaba Wosta (Moqattam),El-Teraa El-,15077.0029762
Hadaba Wosta (Moqattam),Gesr Al Suez,15445.3260848
Hadaba Wosta (Moqattam),El Mizalat,15720.2345551
Hadaba Wosta (Moqattam),Tiba,16700.0593842
Hadaba Wosta (Moqattam),El-Mounib,16997.0965222
Hadaba Wosta (Moqattam),Imbaba,17257.3500329
Hadaba Wosta (Moqattam),Giza,17722.5671502
Hadaba Wosta (Moqattam),Helwan,22020.7864657
AUC,Katameya,10315.820397
AUC,Cairo,12559.8135139
AUC,Maadi,13032.234412
AUC,Al-Mostaqbal,15534.2729326
AUC,Al Amal,17076.5181653
AUC,Gesr Al Suez,23745.7838438
AUC,Nasr,24504.6168047
AUC,Fateh,24611.2194892
AUC,El-Obour,27038.9358251
AUC,Al Sawah,27381.983012
AUC,Al Mataria,28042.5275028
AUC,Al Amiriyyah,28438.9293065
AUC,El Basatin,28549.2612868
AUC,Port Said,30283.9244967
AUC,El-Teraa El-,31825.7622999
AUC,Helwan,31864.0439643
AUC,Athar an Naby,32562.4027432
AUC,Fom El-Khalig,32655.3680847
AUC,El Mizalat,32993.8194101
AUC,Badr,34941.8278044
AUC,Tiba,35949.7830358
AUC,Imbaba,36708.0524419
AUC,El-Mounib,37374.4824994
AUC,Giza,38231.9812669
Al Toub Al Ramly,Al-Mostaqbal,4114.61945771
Al Toub Al Ramly,Nasr,5793.24457867
Al Toub Al Ramly,Fateh,5893.70212578
Al Toub Al Ramly,Al Amal,8630.40418686
Al Toub Al Ramly,Maadi,9583.81233582
Al Toub Al Ramly,Al Sawah,10415.6958926
Al Toub Al Ramly,Cairo,10682.5002906
Al Toub Al Ramly,Al Mataria,11305.3849911
Al Toub Al Ramly,Al Amiriyyah,11318.1818235
Al Toub Al Ramly,Gesr Al Suez,11549.0779016
Al Toub Al Ramly,El Basatin,11805.0219142
Al Toub Al Ramly,Katameya,12150.9717734
Al Toub Al Ramly,Port Said,12688.738459
Al Toub Al Ramly,El-Obour,13058.3745466
Al Toub Al Ramly,El-Teraa El-,13921.7990903
Al Toub Al Ramly,Fom El-Khalig,14405.4313052
Al Toub Al Ramly,El Mizalat,14882.0875007
Al Toub Al Ramly,Athar an Naby,15542.0785086
Al Toub Al Ramly,Tiba,17256.1036295
Al Toub Al Ramly,Badr,17863.1330064
Al Toub Al Ramly,Imbaba,17996.3310885
Al Toub Al Ramly,El-Mounib,20038.5558984
Al Toub Al Ramly,Giza,20314.943608
Al Toub Al Ramly,Helwan,26033.1546472
Helwan Post Office,Helwan,2162.36560025
Helwan Post Office,El-Obour,15044.3709228
Helwan Post Office,Al Amal,16928.8040543
Helwan Post Office,Cairo,18892.2639188
Helwan Post Office,Maadi,19207.2562602
Helwan Post Office,El Basatin,19894.409054
Helwan Post Office,Katameya,20354.2942365
Helwan Post Office,Athar an Naby,21281.9905321
Helwan Post Office,Badr,22269.7512999
Helwan Post Office,El-Mounib,24129.9279641
Helwan Post Office,Fom El-Khalig,25338.8246142
Helwan Post Office,Nasr,25649.9130055
Helwan Post Office,Fateh,25993.9712328
Helwan Post Office,Giza,26617.8866082
Helwan Post Office,Al-Mostaqbal,27124.5311791
Helwan Post Office,Imbaba,32332.9767356
Helwan Post Office,Tiba,32351.0838107
Helwan Post Office,Al Sawah,33152.3589364
Helwan Post Office,Al Amiriyyah,33624.9036737
Helwan Post Office,Port Said,33875.705085
Helwan Post Office,Al Mataria,34066.2365641
Helwan Post Office,El-Teraa El-,34089.5098757
Helwan Post Office,El Mizalat,34190.9273214
Helwan Post Office,Gesr Al Suez,36318.4324808
Laylat Al Qadr,Giza,31705.096207
Laylat Al Qadr,El-Mounib,32132.0320957
Laylat Al Qadr,Badr,34514.0426475
Laylat Al Qadr,Imbaba,36883.1237057
Laylat Al Qadr,Athar an Naby,36901.8800089
Laylat Al Qadr,Fom El-Khalig,37691.8391947
Laylat Al Qadr,Tiba,37872.7969054
Laylat Al Qadr,El Basatin,40913.4751313
Laylat Al Qadr,El-Obour,42760.3332797
Laylat Al Qadr,El Mizalat,43220.157347
Laylat Al Qadr,El-Teraa El-,44547.4568125
Laylat Al Qadr,Port Said,46180.4233315
Laylat Al Qadr,Nasr,46681.2078956
Laylat Al Qadr,Fateh,46737.5170765
Laylat Al Qadr,Helwan,47674.579017
Laylat Al Qadr,Al Amiriyyah,48076.3857343
Laylat Al Qadr,Al Sawah,48828.4133749
Laylat Al Qadr,Al Mataria,48945.2801002
Laylat Al Qadr,Al Amal,52630.0365434
Laylat Al Qadr,Gesr Al Suez,55980.5064119
Laylat Al Qadr,Al-Mostaqbal,56060.2093011
Laylat Al Qadr,Maadi,56648.454912
Laylat Al Qadr,Cairo,57365.8590752
Laylat Al Qadr,Katameya,59729.622086
Helwan Metro,Helwan,2524.21701552
Helwan Metro,El-Obour,14763.3269098
Helwan Metro,Al Amal,16511.2828955
Helwan Metro,Cairo,18464.3079764
Helwan Metro,Maadi,18779.4325844
Helwan Metro,El Basatin,19624.1692487
Helwan Metro,Katameya,19929.2266842
Helwan Metro,Athar an Naby,21076.9817562
Helwan Metro,Badr,22103.2700842
Helwan Metro,El-Mounib,23992.0940178
Helwan Metro,Fom El-Khalig,25100.6201953
Helwan Metro,Nasr,25302.4945329
Helwan Metro,Fateh,25646.5690945
Helwan Metro,Giza,26466.0130879
Helwan Metro,Al-Mostaqbal,26711.0838964
Helwan Metro,Imbaba,32095.378791
Helwan Metro,Tiba,32102.6621298
Helwan Metro,Al Sawah,32802.2227989
Helwan Metro,Al Amiriyyah,33281.9589319
Helwan Metro,Port Said,33549.0965724
Helwan Metro,Al Mataria,33717.5330563
Helwan Metro,El-Teraa El-,33777.5926002
Helwan Metro,El Mizalat,33891.1976022
Helwan Metro,Gesr Al Suez,35928.7111875
Al Hamd Square,Maadi,3077.37960821
Al Hamd Square,Cairo,3637.11622658
Al Hamd Square,Katameya,3899.76216523
Al Hamd Square,Al Amal,6360.43567693
Al Hamd Square,Al-Mostaqbal,7212.85640525
Al Hamd Square,Nasr,14008.596869
Al Hamd Square,Fateh,14185.9314013
Al Hamd Square,El-Obour,16011.9344616
Al Hamd Square,El Basatin,17275.3127149
Al Hamd Square,Gesr Al Suez,17709.1812647
Al Hamd Square,Al Sawah,18691.2410383
Al Hamd Square,Al Mataria,19525.5101915
Al Hamd Square,Al Amiriyyah,19662.7570051
Al Hamd Square,Port Said,21172.0814818
Al Hamd Square,Athar an Naby,21288.1220832
Al Hamd Square,Fom El-Khalig,21556.0651631
Al Hamd Square,El-Teraa El-,22458.7733513
Al Hamd Square,El Mizalat,23430.2751982
Al Hamd Square,Badr,23667.520911
