InputID,TargetID,Distance
Ramses,El Basatin,9357.78777496
Ramses,Athar an Naby,9514.80538028
Ramses,Giza,10009.4471604
Ramses,Badr,10513.0784592
Ramses,El-Mounib,11303.217053
Ramses,El-Obour,14186.6667556
Ramses,Gesr Al Suez,15559.0282441
Ramses,Al-Mostaqbal,16571.1299436
Ramses,Al Amal,18518.5572281
Ramses,Maadi,21367.738923
Ramses,Cairo,22431.8624344
Ramses,Katameya,24405.3327461
Ramses,Helwan,29532.5525587
Amiriya,Al Amiriyyah,477.473842097
Amiriya,Al Mataria,1247.58332512
Amiriya,Al Sawah,1538.50394066
Amiriya,Port Said,1618.77210883
Amiriya,El-Teraa El-,3375.809095
Amiriya,El Mizalat,4759.7669813
Amiriya,Fateh,7858.37513864
Amiriya,Nasr,8199.76588708
Amiriya,Gesr Al Suez,8325.42416446
Amiriya,Tiba,9834.26198939
Amiriya,Imbaba,10823.4569866
Amiriya,Fom El-Khalig,12644.6221374
Amiriya,Al-Mostaqbal,13521.6961667
Amiriya,El Basatin,15102.947002
Amiriya,Athar an Naby,16633.857804
Amiriya,Giza,17789.1749385
Amiriya,Badr,18041.0423038
Amiriya,El-Mounib,19061.4012605
Amiriya,El-Obour,19246.8962288
Amiriya,Al Amal,19730.9061352
Amiriya,Maadi,21277.8060563
Amiriya,Cairo,22379.414834
Amiriya,Katameya,23811.7739352
Amiriya,Helwan,34507.1258692
Ibrahim Bek,El-Teraa El-,4132.8386125
Ibrahim Bek,Port Said,4192.1187013
Ibrahim Bek,El Mizalat,4702.29602771
Ibrahim Bek,Al Amiriyyah,5199.17593015
Ibrahim Bek,Al Mataria,5352.19448524
Ibrahim Bek,Al Sawah,6155.6302627
Ibrahim Bek,Tiba,9879.57949682
Ibrahim Bek,Imbaba,10776.1762121
Ibrahim Bek,Gesr Al Suez,10915.5486407
Ibrahim Bek,Fateh,12405.0614888
Ibrahim Bek,Nasr,12735.2786182
Ibrahim Bek,Fom El-Khalig,14999.302793
Ibrahim Bek,Al-Mostaqbal,18134.2405106
Ibrahim Bek,El Basatin,18683.4280851
Ibrahim Bek,Giza,19078.5085277
Ibrahim Bek,Athar an Naby,19417.3340682
Ibrahim Bek,Badr,20368.880037
Ibrahim Bek,El-Mounib,20859.3205098
Ibrahim Bek,El-Obour,23186.6111083
Ibrahim Bek,Al Amal,24494.6819467
Ibrahim Bek,Maadi,26092.9562212
Ibrahim Bek,Cairo,27194.2004789
Ibrahim Bek,Katameya,28605.628185
Ibrahim Bek,Helwan,38599.8275804
Qalyoub El Balad,El Mizalat,11028.0031781
Qalyoub El Balad,El-Teraa El-,11429.459512
Qalyoub El Balad,Port Said,12291.5086035
Qalyoub El Balad,Tiba,13600.3918208
Qalyoub El Balad,Al Amiriyyah,13619.5050379
Qalyoub El Balad,Al Mataria,13782.5479409
Qalyoub El Balad,Imbaba,14056.782926
Qalyoub El Balad,Al Sawah,14591.928162
Qalyoub El Balad,Gesr Al Suez,18373.9632301
Qalyoub El Balad,Fateh,20394.0637504
Qalyoub El Balad,Fom El-Khalig,20426.206051
Qalyoub El Balad,Nasr,20703.0266349
Qalyoub El Balad,Giza,22595.8565046
Qalyoub El Balad,El-Mounib,24931.2024302
Qalyoub El Balad,Athar an Naby,24961.1388888
Qalyoub El Balad,Badr,25226.8799736
Qalyoub El Balad,El Basatin,25294.8155121
Qalyoub El Balad,Al-Mostaqbal,26546.8902629
Qalyoub El Balad,El-Obour,30096.4450544
Qalyoub El Balad,Al Amal,32667.3181597
Qalyoub El Balad,Maadi,34464.7087236
Qalyoub El Balad,Cairo,35568.613008
Qalyoub El Balad,Katameya,37025.9909286
Qalyoub El Balad,Helwan,45470.7579777
Al Bohi (Imbaba),Tiba,1647.14611658
Al Bohi (Imbaba),Imbaba,2363.68705209
Al Bohi (Imbaba),El Mizalat,4388.02273469
Al Bohi (Imbaba),El-Teraa El-,5739.4860491
Al Bohi (Imbaba),Port Said,7438.92143335
Al Bohi (Imbaba),Fom El-Khalig,8545.85319977
Al Bohi (Imbaba),Al Amiriyyah,9449.5110107
Al Bohi (Imbaba),Al Mataria,10276.107511
Al Bohi (Imbaba),Al Sawah,10342.3326373
Al Bohi (Imbaba),Giza,11012.1503194
Al Bohi (Imbaba),Fateh,11760.5204805
Al Bohi (Imbaba),Nasr,11949.2359745
Al Bohi (Imbaba),Athar an Naby,13030.8458756
Al Bohi (Imbaba),El-Mounib,13135.1130902
Al Bohi (Imbaba),Badr,13254.8279273
Al Bohi (Imbaba),El Basatin,13879.8459482
Al Bohi (Imbaba),Gesr Al Suez,17350.147805
Al Bohi (Imbaba),El-Obour,18768.1547795
Al Bohi (Imbaba),Al-Mostaqbal,20667.4694884
Al Bohi (Imbaba),Al Amal,23468.8322682
Al Bohi (Imbaba),Maadi,26216.2203386
Al Bohi (Imbaba),Cairo,27292.5018061
Al Bohi (Imbaba),Katameya,29204.9639759
Al Bohi (Imbaba),Helwan,33884.5246883
Warraq Al Arab,Tiba,2614.09358331
Warraq Al Arab,Imbaba,3319.02457043
Warraq Al Arab,El Mizalat,3812.04282998
Warraq Al Arab,El-Teraa El-,5196.97582059
Warraq Al Arab,Port Said,6940.27025284
Warraq Al Arab,Al Amiriyyah,8992.95134489
Warraq Al Arab,Fom El-Khalig,9399.37045899
Warraq Al Arab,Al Mataria,9788.42450558
Warraq Al Arab,Al Sawah,9934.08981036
Warraq Al Arab,Fateh,11964.7603858
Warraq Al Arab,Giza,11983.0552016
Warraq Al Arab,Nasr,12175.6621454
Warraq Al Arab,Athar an Naby,13911.7035282
Warraq Al Arab,El-Mounib,14104.0855439
Warraq Al Arab,Badr,14193.7639131
Warraq Al Arab,El Basatin,14609.3663301
Warraq Al Arab,Gesr Al Suez,16833.3426086
Warraq Al Arab,El-Obour,19492.0168305
Warraq Al Arab,Al-Mostaqbal,20641.5201882
Warraq Al Arab,Al Amal,23864.5206148
Warraq Al Arab,Maadi,26501.3679259
Warraq Al Arab,Cairo,27585.7215655
Warraq Al Arab,Katameya,29451.3973398
Warraq Al Arab,Helwan,34678.2511203
Ghamra,El-Teraa El-,4784.88590113
Ghamra,El Mizalat,4865.97331819
Ghamra,Port Said,5083.20260934
Ghamra,Fateh,5410.82583634
Ghamra,Nasr,5612.72405252
Ghamra,Al Amiriyyah,6012.6050987
Ghamra,Tiba,6123.23820867
Ghamra,Al Sawah,6351.76090475
Ghamra,Fom El-Khalig,6788.92830388
Ghamra,Al Mataria,6852.37822893
Ghamra,Imbaba,6948.05253299
Ghamra,El Basatin,9807.2351544
Ghamra,Athar an Naby,10832.4368001
Ghamra,Badr,12178.7683886
Ghamra,Giza,12182.2886674
Ghamra,El-Mounib,13258.1476173
Ghamra,Gesr Al Suez,13294.768315
Ghamra,El-Obour,14391.6272963
Ghamra,Al-Mostaqbal,14482.3526946
Ghamra,Al Amal,17398.048568
Ghamra,Maadi,19939.318208
Ghamra,Cairo,21025.6289368
Ghamra,Katameya,22887.9621825
Ghamra,Helwan,29828.9260071
King Faisal,Giza,5452.29067193
King Faisal,El-Mounib,5980.45597268
King Faisal,Badr,8471.9846769
King Faisal,Athar an Naby,10799.6067458
King Faisal,Fom El-Khalig,11468.6036727
King Faisal,Imbaba,12855.5897395
King Faisal,Tiba,13738.4052699
King Faisal,El Basatin,14788.2047913
King Faisal,El-Obour,17536.9423659
King Faisal,El Mizalat,19128.6605866
King Faisal,El-Teraa El-,20233.1251291
King Faisal,Nasr,20457.1185114
King Faisal,Fateh,20540.6378506
King Faisal,Port Said,21581.3275936
King Faisal,Al Amiriyyah,23174.5592035
King Faisal,Al Sawah,23721.6523429
King Faisal,Al Mataria,24057.7518584
King Faisal,Al Amal,26899.3914358
King Faisal,Helwan,27807.5383716
King Faisal,Al-Mostaqbal,29747.1076958
King Faisal,Gesr Al Suez,30766.0408243
King Faisal,Maadi,30807.89681
King Faisal,Cairo,31625.0239538
King Faisal,Katameya,33963.8920376
Attaba,Fom El-Khalig,4163.66719915
Attaba,Tiba,5427.72488887
Attaba,Imbaba,5963.85350405
Attaba,Fateh,6381.89339946
Attaba,Nasr,6452.98759632
Attaba,El Mizalat,6617.72153814
Attaba,El-Teraa El-,6957.02537928
Attaba,Port Said,7585.96545551
Attaba,El Basatin,7948.50914655
Attaba,Athar an Naby,8360.84442595
Attaba,Al Amiriyyah,8644.11954161
Attaba,Al Sawah,8974.48872652
Attaba,Al Mataria,9486.36637922
Attaba,Badr,9575.81055569
Attaba,Giza,9636.90627644
Attaba,El-Mounib,10626.8965457
Attaba,El-Obour,12763.1244743
Attaba,Gesr Al Suez,15831.0063149
Attaba,Al-Mostaqbal,15910.5149943
Attaba,Al Amal,17255.8488044
Attaba,Maadi,20216.975819
Attaba,Cairo,21268.4507836
Attaba,Katameya,23289.7848807
Attaba,Helwan,28124.9414035
Mosheer Ahmed Ismail (Sheraton),Gesr Al Suez,4789.26762615
Mosheer Ahmed Ismail (Sheraton),Al-Mostaqbal,5785.13276995
Mosheer Ahmed Ismail (Sheraton),Al Sawah,7731.73916982
Mosheer Ahmed Ismail (Sheraton),Al Mataria,8222.77820714
Mosheer Ahmed Ismail (Sheraton),Al Amiriyyah,8783.15435594
Mosheer Ahmed Ismail (Sheraton),Fateh,9142.76811347
Mosheer Ahmed Ismail (Sheraton),Nasr,9328.73909802
Mosheer Ahmed Ismail (Sheraton),Port Said,10807.5650942
Mosheer Ahmed Ismail (Sheraton),El-Teraa El-,12516.5869339
Mosheer Ahmed Ismail (Sheraton),El Mizalat,13843.3263762
Mosheer Ahmed Ismail (Sheraton),Maadi,15164.5728257
Mosheer Ahmed Ismail (Sheraton),Al Amal,15335.4848586
Mosheer Ahmed Ismail (Sheraton),Cairo,16155.1635028
Mosheer Ahmed Ismail (Sheraton),Katameya,16889.1501467
Mosheer Ahmed Ismail (Sheraton),El Basatin,17344.4525062
Mosheer Ahmed Ismail (Sheraton),Fom El-Khalig,17988.8059728
Mosheer Ahmed Ismail (Sheraton),Tiba,18118.5225044
Mosheer Ahmed Ismail (Sheraton),Imbaba,19052.3490601
Mosheer Ahmed Ismail (Sheraton),El-Obour,19641.4113089
Mosheer Ahmed Ismail (Sheraton),Athar an Naby,20495.0972954
Mosheer Ahmed Ismail (Sheraton),Badr,22579.810038
Mosheer Ahmed Ismail (Sheraton),Giza,23955.3973873
Mosheer Ahmed Ismail (Sheraton),El-Mounib,24370.7463719
Mosheer Ahmed Ismail (Sheraton),Helwan,33077.6476454
Qalyoub Exit,El Mizalat,6254.17561091
Qalyoub Exit,El-Teraa El-,6543.78570678
Qalyoub Exit,Port Said,7421.41362243
Qalyoub Exit,Al Amiriyyah,8879.34459486
Qalyoub Exit,Al Mataria,9151.04151763
Qalyoub Exit,Tiba,9825.53240436
Qalyoub Exit,Al Sawah,9894.17332346
Qalyoub Exit,Imbaba,10503.0008881
Qalyoub Exit,Gesr Al Suez,14621.1631847
Qalyoub Exit,Fateh,15498.3501212
Qalyoub Exit,Nasr,15807.9818208
Qalyoub Exit,Fom El-Khalig,16182.4467968
Qalyoub Exit,Giza,19191.857326
Qalyoub Exit,El Basatin,20698.3080939
Qalyoub Exit,Athar an Naby,20731.072765
Qalyoub Exit,Badr,21271.5868764
Qalyoub Exit,El-Mounib,21310.3642169
Qalyoub Exit,Al-Mostaqbal,21925.7488702
Qalyoub Exit,El-Obour,25432.4644464
Qalyoub Exit,Al Amal,27773.1087045
Qalyoub Exit,Maadi,29619.625485
Qalyoub Exit,Cairo,30724.5677793
Qalyoub Exit,Katameya,32227.9695041
Qalyoub Exit,Helwan,40854.0667175
Nahda City,Gesr Al Suez,10340.888271
Nahda City,Al-Mostaqbal,16156.7732239
Nahda City,Al Mataria,17321.398881
Nahda City,Al Sawah,17481.2099017
Nahda City,Al Amiriyyah,18192.9500369
Nahda City,Port Said,20095.925481
Nahda City,Fateh,21581.4736237
Nahda City,El-Teraa El-,21764.3408586
Nahda City,Nasr,21804.0885004
Nahda City,El Mizalat,23122.6146559
Nahda City,Maadi,24699.6255809
Nahda City,Katameya,25084.7806119
Nahda City,Cairo,25397.6629736
Nahda City,Al Amal,26321.4230188
Nahda City,Tiba,28394.1602767
Nahda City,Imbaba,29383.6444328
Nahda City,El Basatin,29923.1143586
Nahda City,Fom El-Khalig,29987.1203163
Nahda City,El-Obour,32139.4196621
Nahda City,Athar an Naby,32929.503663
Nahda City,Badr,34906.8259177
Nahda City,Giza,35754.2168902
Nahda City,El-Mounib,36508.2897507
Nahda City,Helwan,44713.848435
Al Sayeda Nafeesa,Fom El-Khalig,2315.03935403
Al Sayeda Nafeesa,El Basatin,4086.10644475
Al Sayeda Nafeesa,Athar an Naby,4573.13250688
Al Sayeda Nafeesa,Badr,6317.82214754
Al Sayeda Nafeesa,Nasr,7101.64870616
Al Sayeda Nafeesa,Fateh,7232.46989588
Al Sayeda Nafeesa,El-Mounib,8052.19375571
Al Sayeda Nafeesa,Giza,8059.23436811
Al Sayeda Nafeesa,Tiba,8497.76456113
Al Sayeda Nafeesa,Imbaba,8655.11288306
Al Sayeda Nafeesa,El-Obour,8974.65595668
Al Sayeda Nafeesa,El Mizalat,10683.7475493
Al Sayeda Nafeesa,El-Teraa El-,10976.6211388
Al Sayeda Nafeesa,Port Said,11423.1643313
Al Sayeda Nafeesa,Al Amiriyyah,12154.7926402
Al Sayeda Nafeesa,Al Sawah,12261.9638452
Al Sayeda Nafeesa,Al Mataria,12927.0212021
Al Sayeda Nafeesa,Al Amal,15136.8813546
Al Sayeda Nafeesa,Al-Mostaqbal,16303.0911753
Al Sayeda Nafeesa,Gesr Al Suez,18566.3064325
Al Sayeda Nafeesa,Maadi,18598.5850403
Al Sayeda Nafeesa,Cairo,19568.3033779
Al Sayeda Nafeesa,Katameya,21771.8185472
Al Sayeda Nafeesa,Helwan,24181.6801099
Kit Kat Square,Tiba,1252.9556112
Kit Kat Square,Imbaba,1469.66008058
Kit Kat Square,Fom El-Khalig,5803.47431058
Kit Kat Square,El Mizalat,6072.68827786
Kit Kat Square,El-Teraa El-,7186.38059424
Kit Kat Square,Giza,8448.233689
Kit Kat Square,Port Said,8629.6753908
Kit Kat Square,Athar an Naby,10234.4079108
Kit Kat Square,Al Amiriyyah,10406.117804
Kit Kat Square,El-Mounib,10418.377209
Kit Kat Square,Badr,10436.0810873
Kit Kat Square,Fateh,10701.4268866
Kit Kat Square,Nasr,10819.2431519
Kit Kat Square,Al Sawah,11119.392385
Kit Kat Square,Al Mataria,11285.8945415
Kit Kat Square,El Basatin,11356.0546519
Kit Kat Square,El-Obour,16230.9666384
Kit Kat Square,Gesr Al Suez,18274.5352416
Kit Kat Square,Al-Mostaqbal,20080.0398825
Kit Kat Square,Al Amal,21693.2567842
Kit Kat Square,Maadi,24713.8218
Kit Kat Square,Cairo,25762.435169
Kit Kat Square,Katameya,27789.3122779
Kit Kat Square,Helwan,31194.1270472
Nafoora Square (Moqattam),El Basatin,3330.6190955
Nafoora Square (Moqattam),Nasr,4927.59487959
Nafoora Square (Moqattam),Fateh,5180.76308014
Nafoora Square (Moqattam),Fom El-Khalig,5671.08791046
Nafoora Square (Moqattam),Athar an Naby,6412.96596214
Nafoora Square (Moqattam),El-Obour,7403.86167946
Nafoora Square (Moqattam),Badr,8668.59058766
Nafoora Square (Moqattam),El-Mounib,10809.4239882
Nafoora Square (Moqattam),Tiba,11069.4263122
Nafoora Square (Moqattam),Giza,11237.5071193
Nafoora Square (Moqattam),Imbaba,11424.2879202
Nafoora Square (Moqattam),Al Sawah,11685.6482857
Nafoora Square (Moqattam),Port Said,11718.4033547
Nafoora Square (Moqattam),El-Teraa El-,11776.0185845
Nafoora Square (Moqattam),Al Amiriyyah,11873.4299348
Nafoora Square (Moqattam),El Mizalat,11875.104108
Nafoora Square (Moqattam),Al Amal,11886.2740046
Nafoora Square (Moqattam),Al Mataria,12501.8096206
Nafoora Square (Moqattam),Al-Mostaqbal,13336.4458139
Nafoora Square (Moqattam),Maadi,15261.0245199
Nafoora Square (Moqattam),Cairo,16242.9598144
Nafoora Square (Moqattam),Gesr Al Suez,17102.9239099
Nafoora Square (Moqattam),Katameya,18428.7946773
Nafoora Square (Moqattam),Helwan,22824.9866773
Asmarrat,Al Amal,4276.20068808
Asmarrat,El-Obour,7533.92050129
Asmarrat,Maadi,7706.73858856
Asmarrat,Nasr,8054.72621303
Asmarrat,Fateh,8371.89030816
Asmarrat,El Basatin,8426.58837294
Asmarrat,Cairo,8640.38842837
Asmarrat,Al-Mostaqbal,9484.12999557
Asmarrat,Katameya,10891.8753287
Asmarrat,Athar an Naby,12423.8896994
Asmarrat,Fom El-Khalig,13241.3895994
Asmarrat,Badr,14792.0569724
Asmarrat,Al Sawah,15154.4415504
Asmarrat,Al Amiriyyah,15821.1237001
Asmarrat,Al Mataria,16089.2737068
Asmarrat,Port Said,16591.0007769
Asmarrat,El-Mounib,17246.9243884
Asmarrat,El-Teraa El-,17325.5261968
Asmarrat,Gesr Al Suez,17754.8344482
Asmarrat,El Mizalat,17890.4871803
Asmarrat,Giza,18311.1327439
Asmarrat,Tiba,18412.2965798
Asmarrat,Imbaba,18885.1496117
Asmarrat,Helwan,19722.6672379
Masaken Al Shorouq,Al-Mostaqbal,3631.59649926
Masaken Al Shorouq,Fateh,7330.44548485
Masaken Al Shorouq,Nasr,7430.46924179
Masaken Al Shorouq,Gesr Al Suez,7593.68268483
Masaken Al Shorouq,Al Sawah,8438.65650826
Masaken Al Shorouq,Al Mataria,9165.56911381
Masaken Al Shorouq,Al Amiriyyah,9483.98230097
Masaken Al Shorouq,Port Said,11297.632738
Masaken Al Shorouq,Al Amal,12448.5114761
Masaken Al Shorouq,Maadi,12553.2700151
Masaken Al Shorouq,El-Teraa El-,12855.7035986
Masaken Al Shorouq,Cairo,13586.4732674
Masaken Al Shorouq,El Mizalat,14061.9478595
Masaken Al Shorouq,Katameya,14551.8725585
Masaken Al Shorouq,El Basatin,15012.6194473
Masaken Al Shorouq,Fom El-Khalig,16401.8895704
Masaken Al Shorouq,El-Obour,16932.9135215
Masaken Al Shorouq,Tiba,17627.808299
Masaken Al Shorouq,Athar an Naby,18415.1141101
Masaken Al Shorouq,Imbaba,18498.5088573
Masaken Al Shorouq,Badr,20609.3327391
Masaken Al Shorouq,Giza,22420.4234513
Masaken Al Shorouq,El-Mounib,22565.1960318
Masaken Al Shorouq,Helwan,30151.0426437
Arab Tuweila,Al Mataria,3923.06815783
Arab Tuweila,Al Sawah,4657.59914415
Arab Tuweila,Al Amiriyyah,4715.49968517
Arab Tuweila,Gesr Al Suez,5237.82411863
Arab Tuweila,Port Said,6065.70345053
Arab Tuweila,El-Teraa El-,7524.27906234
Arab Tuweila,El Mizalat,8805.2766984
Arab Tuweila,Fateh,11648.6581382
Arab Tuweila,Nasr,11986.4981419
Arab Tuweila,Al-Mostaqbal,14144.8957026
Arab Tuweila,Tiba,14255.3973597
Arab Tuweila,Imbaba,15236.429927
Arab Tuweila,Fom El-Khalig,17508.7896081
Arab Tuweila,El Basatin,19608.0603853
Arab Tuweila,Athar an Naby,21419.6446059
Arab Tuweila,Al Amal,22300.8604035
Arab Tuweila,Giza,22618.5211644
Arab Tuweila,Badr,22892.2285231
Arab Tuweila,Maadi,23063.0904468
Arab Tuweila,El-Obour,23429.9330148
Arab Tuweila,El-Mounib,23931.2470539
Arab Tuweila,Cairo,24124.1580176
Arab Tuweila,Katameya,25167.2360518
Arab Tuweila,Helwan,38388.890911
Awwel Al Banhawi,Fateh,5344.37095529
Awwel Al Banhawi,Fom El-Khalig,5428.95386626
Awwel Al Banhawi,Nasr,5467.3841053
Awwel Al Banhawi,El Mizalat,6033.25483495
Awwel Al Banhawi,Tiba,6083.82449575
Awwel Al Banhawi,El-Teraa El-,6122.43020354
Awwel Al Banhawi,Port Said,6508.70163845
Awwel Al Banhawi,Imbaba,6769.10846508
Awwel Al Banhawi,Al Amiriyyah,7392.84238936
Awwel Al Banhawi,Al Sawah,7662.63998557
Awwel Al Banhawi,Al Mataria,8215.87366372
Awwel Al Banhawi,El Basatin,8480.33506533
Awwel Al Banhawi,Athar an Naby,9406.17578409
Awwel Al Banhawi,Badr,10784.5343103
Awwel Al Banhawi,Giza,11006.9220042
Awwel Al Banhawi,El-Mounib,11944.4097243
Awwel Al Banhawi,El-Obour,13151.1982855
Awwel Al Banhawi,Gesr Al Suez,14466.7549076
Awwel Al Banhawi,Al-Mostaqbal,14777.3509263
Awwel Al Banhawi,Al Amal,16802.7525344
Awwel Al Banhawi,Maadi,19567.9435866
Awwel Al Banhawi,Cairo,20637.8513742
Awwel Al Banhawi,Katameya,22589.0649057
Awwel Al Banhawi,Helwan,28581.2628989
Sharabeya,El-Teraa El-,3344.26439245
Sharabeya,El Mizalat,3418.06651271
Sharabeya,Port Said,3869.30313759
Sharabeya,Al Amiriyyah,5158.52993784
Sharabeya,Tiba,5690.95710431
Sharabeya,Al Sawah,5707.40661753
Sharabeya,Al Mataria,6037.20870908
Sharabeya,Fateh,6490.12247562
Sharabeya,Imbaba,6616.76390158
Sharabeya,Nasr,6733.99183526
Sharabeya,Fom El-Khalig,7848.89168454
Sharabeya,El Basatin,11244.9096864
Sharabeya,Athar an Naby,12077.9922008
Sharabeya,Gesr Al Suez,12833.1806944
Sharabeya,Giza,12876.9289864
Sharabeya,Badr,13277.7045802
Sharabeya,El-Mounib,14172.2550324
Sharabeya,Al-Mostaqbal,15114.2147101
Sharabeya,El-Obour,15854.6531872
Sharabeya,Al Amal,18669.2183176
Sharabeya,Maadi,21070.8968739
Sharabeya,Cairo,22165.1948584
Sharabeya,Katameya,23963.6622414
Sharabeya,Helwan,31292.0741647
Awwel Makram Ebeid,Fateh,4813.65082445
Awwel Makram Ebeid,Nasr,4974.83218012
Awwel Makram Ebeid,Al-Mostaqbal,5916.34049632
Awwel Makram Ebeid,Al Sawah,6381.25014524
Awwel Makram Ebeid,Al Mataria,7228.50338954
Awwel Makram Ebeid,Al Amiriyyah,7356.07962262
Awwel Makram Ebeid,Gesr Al Suez,7959.62816745
Awwel Makram Ebeid,Port Said,8968.28054638
Awwel Makram Ebeid,El-Teraa El-,10412.8792536
Awwel Makram Ebeid,El Mizalat,11547.4797223
Awwel Makram Ebeid,Al Amal,12766.9122764
Awwel Makram Ebeid,El Basatin,12977.6243318
Awwel Makram Ebeid,Maadi,13697.6949635
Awwel Makram Ebeid,Fom El-Khalig,13813.1114798
Awwel Makram Ebeid,Cairo,14785.0398728
Awwel Makram Ebeid,Tiba,14902.9442656
Awwel Makram Ebeid,El-Obour,15509.0323942
Awwel Makram Ebeid,Imbaba,15765.8764784
Awwel Makram Ebeid,Katameya,16084.9983273
Awwel Makram Ebeid,Athar an Naby,16129.4523261
Awwel Makram Ebeid,Badr,18241.9005953
Awwel Makram Ebeid,Giza,19821.9801231
Awwel Makram Ebeid,El-Mounib,20095.0928351
Awwel Makram Ebeid,Helwan,29559.85782
Masaken Betcho,El-Obour,4806.82726641
Masaken Betcho,Al Amal,5219.49329031
Masaken Betcho,El Basatin,7430.03175843
Masaken Betcho,Maadi,9264.08423156
Masaken Betcho,Cairo,9950.38124443
Masaken Betcho,Nasr,10149.7668764
Masaken Betcho,Fateh,10491.2466182
Masaken Betcho,Athar an Naby,11106.1949788
Masaken Betcho,Katameya,12314.2083065
Masaken Betcho,Al-Mostaqbal,12758.6854374
Masaken Betcho,Fom El-Khalig,13039.0726802
Masaken Betcho,Badr,13338.2665587
Masaken Betcho,El-Mounib,15838.4637816
Masaken Betcho,Helwan,16659.2624668
Masaken Betcho,Giza,17313.6022488
Masaken Betcho,Al Sawah,17589.3374814
Masaken Betcho,Al Amiriyyah,18136.765629
Masaken Betcho,Al Mataria,18514.7186908
Masaken Betcho,Port Said,18624.375705
Masaken Betcho,Tiba,19094.950529
Masaken Betcho,El-Teraa El-,19112.4639626
Masaken Betcho,Imbaba,19413.098926
Masaken Betcho,El Mizalat,19477.2653107
Masaken Betcho,Gesr Al Suez,20825.6202339
Hadayeq Helwan,Helwan,7020.62812796
Hadayeq Helwan,El-Obour,8447.04294237
Hadayeq Helwan,El Basatin,13155.876382
Hadayeq Helwan,Al Amal,13488.5680676
Hadayeq Helwan,Athar an Naby,14325.499223
Hadayeq Helwan,Badr,15342.7488544
Hadayeq Helwan,Maadi,16862.2138208
Hadayeq Helwan,Cairo,16952.8635746
Hadayeq Helwan,El-Mounib,17282.568842
Hadayeq Helwan,Fom El-Khalig,18437.6018168
Hadayeq Helwan,Katameya,18978.5474465
Hadayeq Helwan,Nasr,19675.929318
Hadayeq Helwan,Giza,19723.8410741
Hadayeq Helwan,Fateh,20015.1954222
Hadayeq Helwan,Al-Mostaqbal,22967.6071203
Hadayeq Helwan,Imbaba,25424.3555007
Hadayeq Helwan,Tiba,25475.2999249
Hadayeq Helwan,Al Sawah,27147.3728531
Hadayeq Helwan,Al Amiriyyah,27509.2679013
Hadayeq Helwan,Port Said,27548.9154256
Hadayeq Helwan,El Mizalat,27601.0757252
Hadayeq Helwan,El-Teraa El-,27607.3279964
Hadayeq Helwan,Al Mataria,28032.6797528
Hadayeq Helwan,Gesr Al Suez,31111.0636051
Ahmed Maher Hospital,Fom El-Khalig,2940.8331489
Ahmed Maher Hospital,Tiba,6430.41307677
Ahmed Maher Hospital,Nasr,6463.51035007
Ahmed Maher Hospital,El Basatin,6465.70421066
Ahmed Maher Hospital,Fateh,6474.64791341
Ahmed Maher Hospital,Imbaba,6787.1499832
Ahmed Maher Hospital,Athar an Naby,6866.32995394
Ahmed Maher Hospital,El Mizalat,8163.28029477
Ahmed Maher Hospital,Badr,8223.35817882
Ahmed Maher Hospital,El-Teraa El-,8488.41404773
Ahmed Maher Hospital,Giza,8803.96750273
Ahmed Maher Hospital,Port Said,9039.57003927
Ahmed Maher Hospital,El-Mounib,9486.62633989
Ahmed Maher Hospital,Al Amiriyyah,9956.90007101
Ahmed Maher Hospital,Al Sawah,10190.6193325
Ahmed Maher Hospital,Al Mataria,10772.4900331
Ahmed Maher Hospital,El-Obour,11318.7463729
Ahmed Maher Hospital,Al-Mostaqbal,15992.7929699
Ahmed Maher Hospital,Al Amal,16408.9073318
Ahmed Maher Hospital,Gesr Al Suez,16847.9946374
Ahmed Maher Hospital,Maadi,19566.7083012
Ahmed Maher Hospital,Cairo,20592.3475497
Ahmed Maher Hospital,Katameya,22688.2348085
Ahmed Maher Hospital,Helwan,26634.4117151
Badrasheen,Helwan,4371.85206286
Badrasheen,El-Obour,14106.2331382
Badrasheen,El Basatin,18417.2671793
Badrasheen,Athar an Naby,18631.4868471
Badrasheen,Badr,19005.5587037
Badrasheen,Al Amal,19479.7853785
Badrasheen,El-Mounib,20416.4538463
Badrasheen,Cairo,22548.0960544
Badrasheen,Maadi,22595.8250267
Badrasheen,Giza,23030.3119686
Badrasheen,Fom El-Khalig,23081.8891794
Badrasheen,Katameya,24389.6863459
Badrasheen,Nasr,25560.0473134
Badrasheen,Fateh,25893.4035508
Badrasheen,Al-Mostaqbal,29126.542316
Badrasheen,Imbaba,29904.5143697
Badrasheen,Tiba,30103.4354641
Badrasheen,El Mizalat,32854.5251115
Badrasheen,Al Sawah,32953.3055722
Badrasheen,El-Teraa El-,33004.0315532
Badrasheen,Port Said,33110.6840636
Badrasheen,Al Amiriyyah,33241.4446859
Badrasheen,Al Mataria,33815.4133814
Badrasheen,Gesr Al Suez,37202.026716
Saqqara Badrasheen,Helwan,9420.70999115
Saqqara Badrasheen,El-Obour,15243.0949474
Saqqara Badrasheen,Badr,17481.0183268
Saqqara Badrasheen,Athar an Naby,17757.4893113
Saqqara Badrasheen,El-Mounib,18326.093378
Saqqara Badrasheen,El Basatin,18652.6736108
Saqqara Badrasheen,Giza,20943.8779867
