route_id,route_shor,trip_id,trip_heads,trip_short,direction_,agency_id,headway_se,O_TERMINAL,LEN_KM,STD_FARE,route_time_s,buses,standard_buses,InputID,Al Amal,Al Amiriyyah,Al Sawah,Al-Mostaqbal,Athar an Naby,Badr,Cairo,El Mizalat,El-Mounib,El-Obour,El-Teraa El-,Fateh,Fom El-Khalig,Gesr Al Suez,Giza,Helwan,Imbaba,Maadi,Nasr,Port Said
CTA_1076,1076,CTA_1076_R,Attaba,Moassaset Al Zakah-Attaba,1,CTA,5386.0,Moassaset Al Zakah,24.347844869015518,3.0,11594.21184238834,6.0,6.0,Moassaset Al Zakah,49744.5882084,25062.3611908,24002.4374892,29686.4717124,56848.3010138,60388.71276159999,50252.6854792,34301.6014882,63085.04498300001,57697.8150102,31673.2703644,34816.5703796,50005.8058682,10960.82075906,61010.0601064,85368.246651,47086.6092554,48466.3112236,35377.719349800005,28524.3121366
CTA_1076,1076,CTA_1076_O,Moassaset Al Zakah,Attaba-Moassaset Al Zakah,0,CTA,5386.0,Attaba,25.134222251173714,3.0,11968.677262463672,6.0,6.0,Attaba,34511.697608800016,17288.23908322,17948.97745304,31821.0299886,16721.6888519,19151.62111138,42536.9015672,13235.44307628,21253.7930914,25526.2489486,13914.05075856,12763.78679892,8327.3343983,31662.0126298,19273.81255288,56249.882807,11927.7070081,40433.951638,12905.97519264,15171.93091102
CTA_1081,1081,CTA_1081_O,Isbiko,Abd Al Moneim Riad-Isbiko,0,CTA,5138.0,Abd Al Moneim Riad,37.40585254654477,3.0,17812.310736449894,9.0,8.0,Abd Al Moneim Riad,37432.5782256,20081.4912426,21003.4491554,35655.1243402,15753.93422422,17277.107167200003,45741.5251118,14111.48990436,18609.44511154,26608.0047276,15458.11215292,16570.78651098,6670.37681376,35012.8215812,16006.742629299999,56884.9677832,8969.27528212,43674.8728776,16678.88712994,17397.29128852
CTA_1081,1081,CTA_1081_R,Abd Al Moneim Riad,Isbiko-Abd Al Moneim Riad,1,CTA,5138.0,Isbiko,35.22928007773001,3.0,16775.84765606191,8.0,8.0,Isbiko,53922.6523066,32501.3323564,31354.5755982,33475.5449798,63724.4766946,67409.53075759999,53219.6635248,41820.8120092,70263.27896519999,63634.0474684,39189.9008138,41351.7776572,57171.4391232,17665.05247636,68334.6612104,90260.6168268,54598.66884119999,51625.0805726,41871.1235974,36023.9461186
CTA_1085,1085,CTA_1085_R,Hadaba Wosta (Moqattam),Bulaq Al Dakrur-Hadaba Wosta (Moqattam),1,CTA,2455.0,Bulaq Al Dakrur,29.828824093971395,3.0,14204.201949510189,14.0,13.0,Bulaq Al Dakrur,44286.3315836,27963.2995914,29187.0258972,44469.5401348,16228.46881768,15101.289027899998,53091.354288,19810.13166062,13870.98092776,30166.3025728,21954.848727,25369.0099604,9520.37197112,43431.3793888,9402.54128166,58481.5668464,7996.74225042,51118.728172,25413.6985534,24662.3335972
CTA_1085,1085,CTA_1085_O,Bulaq Al Dakrur,Hadaba Wosta (Moqattam)-Bulaq Al Dakrur,0,CTA,2455.0,Hadaba Wosta (Moqattam),27.26879702770686,3.0,12985.14144176517,13.0,13.0,Hadaba Wosta (Moqattam),12452.63368968,26833.5575808,25460.3514032,16014.30921556,24515.1591856,29286.8789396,19945.7490088,31440.4691102,33994.1930444,17591.02998982,30154.0059524,12185.76761818,24439.1890978,30890.6521696,35445.1343004,44041.5729314,34514.7000658,17852.26795442,11590.82361492,28518.2545746
CTA_1087,1087,CTA_1087_R,Masaken Sheraton,Abou Wafya-Masaken Sheraton,1,CTA,7653.0,Abou Wafya,28.870919080649447,3.0,13748.056705071167,5.0,5.0,Abou Wafya,41791.20590340001,8988.88365796,10802.88605346,32871.1925064,28607.8508734,30600.2625236,48376.81285280001,2144.27215724,31857.6015328,36707.3470036,2113.58787972,17196.75348118,19808.01104412,24809.637712400006,28677.82732,67581.5546182,13583.4105148,46172.3546268,17761.03329558,5028.85336214
CTA_1087,1087,CTA_1087_O,Abou Wafya,Masaken Sheraton-Abou Wafya,0,CTA,7653.0,Masaken Sheraton,29.81445891842278,3.0,14197.361389725133,5.0,5.0,Masaken Sheraton,33992.800016,20280.402546,18282.24031672,13915.50099074,45473.6399214,49614.409474,34633.220833199994,30656.443668799995,53137.1221846,43645.7512542,27923.276442,22753.481895,40303.252678400015,8118.0258621,52182.1476276,70002.493233,41715.8389296,32780.978071,23139.6102142,24424.0153042
CTA_1088,1088,CTA_1088_R,15th of May,Abbasseya-15th of May,1,CTA,2039.0,Abbasseya,47.48582214316658,5.0,22612.296258650756,27.0,26.0,Abbasseya,32655.365378,9073.03555992,9103.09006542,24759.3619488,24566.9949068,27779.4215602,39223.4026968,11310.47908132,30399.5476618,29482.5756306,9954.05356886,8039.42974144,17311.81945678,22321.460379,28639.314338800006,60155.7467128,18346.90286896,37022.0518098,8627.5884725,8869.11591488
CTA_1088,1088,CTA_1088_O,Abbasseya,15th of May-Abbasseya,0,CTA,2039.0,15th of May,46.05529496365301,,21931.092839834764,26.0,26.0,15th of May,41741.4728328,78257.9020722,77099.132854,61952.21719040001,55898.0007936,58102.8102342,42830.307552,80427.6739204,61926.03749700001,42676.1526534,79971.9024246,62979.864031,63693.4419132,81759.07197919999,66856.9106296,15842.20191958,77661.22918239997,44079.9699492,62297.9492078,79201.04215660003
CTA_1089,1089,CTA_1089_O,Madinat Al Solb (Tibeen),Ahmed Helmy-Madinat Al Solb (Tibeen),0,CTA,1588.0,Ahmed Helmy,43.02491077221271,4.0,20488.05274867272,31.0,31.0,Ahmed Helmy,37266.6979358,15360.66036834,16365.82700662,32939.661928400004,19768.27842974,21781.583439200003,44995.85848600001,9941.93552872,23344.1909766,28950.575850200006,10913.7835968,14299.2892819,10954.599074299998,30507.774006,20706.0246682,59678.216961,9939.1203044,42857.7408182,14586.80167694,12660.65787474
CTA_1097,1097,CTA_1097_O,7th District (Nasr City),Lebanon Square-7th District (Nasr City),0,CTA,9848.0,Lebanon Square,25.06094215162967,3.0,11933.78197696651,3.0,3.0,Lebanon Square,46688.84349940001,25947.0628376,27416.506239,44921.6741244,20408.8557824,19601.529042,55185.605628,16811.98148324,18358.16531334,33849.5334668,19240.68458368,25950.4450286,12700.51375238,41722.92670880001,13670.31204818,62732.25524959999,4021.08116862,53142.6305298,26114.110851400004,22291.0627494
CTA_1097,1097,CTA_1097_R,Lebanon Square,7th District (Nasr City)-Lebanon Square,1,CTA,9848.0,7th District (Nasr City),25.23260438548253,3.0,12015.525897848824,3.0,3.0,7th District (Nasr City),20613.1802786,18251.30797656,16809.2864544,14377.34563402,25705.555233000006,30166.682081,26630.1159932,23890.232422,34246.0656532,23598.5407132,22256.3274232,5117.17081152,22436.2829322,23243.7394166,34391.0209394,52164.8883532,29328.245728,24424.809495,4883.03062532,20247.4457476
CTA_11,11,CTA_11_R,Al Saaa Square,Matareya Square-Al Saaa Square,1,CTA,2516.0,Matareya Square,8.131210852528781,3.0,3872.005167870848,4.0,4.0,Matareya Square,39749.8442308,3346.40704276,2992.65762172,25451.1855174,36521.96317900001,39555.4954794,44279.8513952,13265.91826074,41796.5809422,40678.053059199985,10497.03674584,17255.84037226,28849.9537204,12779.0740245,39406.9780734,70829.53942860001,25604.7792872,42102.5902854,17940.99620618,7056.7535432
CTA_11,11,CTA_11_O,Matareya Square,Al Saaa Square-Matareya Square,0,CTA,2516.0,Al Saaa Square,8.152311620386234,3.0,3882.053152564873,4.0,4.0,Al Saaa Square,26192.4771324,13649.97989522,11739.1065279,13017.86440292,31605.214724,35764.527730400005,30497.535106,21912.4632258,39388.7911564,30887.6411738,19656.94869934,8889.64609606,26735.2985292,15921.37439414,38733.232784,59333.762022,30380.230690400003,28313.1974876,9271.99246016,16798.91733576
CTA_1101,1101,CTA_1101_R,Abbasseya,Warraq Al Arab-Abbasseya,1,CTA,3759.0,Warraq Al Arab,17.020996029157573,3.0,8105.236204360749,6.0,6.0,Warraq Al Arab,47729.0412296,17985.90268978,19868.17962072,41283.0403764,27823.4070564,28387.527826200007,55171.44313099999,7624.08565996,28208.1710878,38984.033661,10393.95164118,23929.5207716,18798.74091798,33666.6852172,23966.1104032,69356.5022406,6638.04914086,53002.7358518,24351.3242908,13880.54050568
CTA_1101,1101,CTA_1101_O,Warraq Al Arab,Abbasseya-Warraq Al Arab,0,CTA,3759.0,Abbasseya,17.401499616666104,3.0,8286.42838888862,6.0,6.0,Abbasseya,32655.365378,9073.03555992,9103.09006542,24759.3619488,24566.9949068,27779.4215602,39223.4026968,11310.47908132,30399.5476618,29482.5756306,9954.05356886,8039.42974144,17311.81945678,22321.460379,28639.314338800006,60155.7467128,18346.90286896,37022.0518098,8627.5884725,8869.11591488
CTA_1106,1106,CTA_1106_O,Hadaba Wosta (Moqattam),Abbasseya-Hadaba Wosta (Moqattam),0,CTA,3015.0,Abbasseya,28.80392032647066,3.0,13716.152536414596,11.0,10.0,Abbasseya,32655.365378,9073.03555992,9103.09006542,24759.3619488,24566.9949068,27779.4215602,39223.4026968,11310.47908132,30399.5476618,29482.5756306,9954.05356886,8039.42974144,17311.81945678,22321.460379,28639.314338800006,60155.7467128,18346.90286896,37022.0518098,8627.5884725,8869.11591488
CTA_1106,1106,CTA_1106_R,Abbasseya,Hadaba Wosta (Moqattam)-Abbasseya,1,CTA,3015.0,Hadaba Wosta (Moqattam),25.743814545300268,3.0,12258.959307285842,10.0,10.0,Hadaba Wosta (Moqattam),12452.63368968,26833.5575808,25460.3514032,16014.30921556,24515.1591856,29286.8789396,19945.7490088,31440.4691102,33994.1930444,17591.02998982,30154.0059524,12185.76761818,24439.1890978,30890.6521696,35445.1343004,44041.5729314,34514.7000658,17852.26795442,11590.82361492,28518.2545746
CTA_1108,1108,CTA_1108_O,Giza Square,Hadaba Wosta (Moqattam)-Giza Square,0,CTA,4964.0,Hadaba Wosta (Moqattam),25.22919409331841,3.0,12013.901949199244,6.0,6.0,Hadaba Wosta (Moqattam),12452.63368968,26833.5575808,25460.3514032,16014.30921556,24515.1591856,29286.8789396,19945.7490088,31440.4691102,33994.1930444,17591.02998982,30154.0059524,12185.76761818,24439.1890978,30890.6521696,35445.1343004,44041.5729314,34514.7000658,17852.26795442,11590.82361492,28518.2545746
CTA_1108,1108,CTA_1108_R,Hadaba Wosta (Moqattam),Giza Square-Hadaba Wosta (Moqattam),1,CTA,4964.0,Giza Square,28.12324886696701,3.0,13392.023269984287,7.0,6.0,Giza Square,38354.1570214,30032.9768276,30768.1429118,41654.744209400014,8388.89678008,7715.06145922,47512.4500732,24045.7283072,8483.66042844,22678.9574436,25573.3313888,23131.859962,5004.9984469,44393.88498600001,7071.60587826,50624.3163374,14771.38845258,45665.921683,22963.9917192,27529.6683476
CTA_1109,1109,CTA_1109_R,Qalaa,Jazirat Mohamed-Qalaa,1,CTA,795.0,Jazirat Mohamed,18.579114381695167,3.0,8847.197324616745,27.0,27.0,Jazirat Mohamed,52343.67719140001,20113.6876856,22166.2143074,44827.98272280001,32473.3036882,32736.1162608,59571.1093712,9982.59133394,32126.4085634,43880.0749772,12559.93918692,28230.3222024,23530.351844,35132.244066800005,27559.2130412,74198.2196594,10352.6166966,57387.34654380001,28698.385613200004,15994.53729904
CTA_1109,1109,CTA_1109_O,Jazirat Mohamed,Qalaa-Jazirat Mohamed,0,CTA,795.0,Qalaa,19.828324346593124,3.0,9442.059212663393,29.0,27.0,Qalaa,30081.7052118,21437.928604,21632.1447976,30655.636901,12037.4149252,15447.22402392,38630.2767552,18972.31222526,18674.60237074,19667.97051988,19362.5428422,12042.42916098,6156.18953058,34300.404553,18168.15836858,50386.619054,16497.925523899998,36616.711794,11862.49736412,20081.0495918
CTA_111,111,CTA_111_R,Amr Ibn El Aas,Jazirat Mohamed-Amr Ibn El Aas,1,CTA,4700.0,Jazirat Mohamed,25.092844635913572,3.0,11948.97363614932,7.0,7.0,Jazirat Mohamed,52343.67719140001,20113.6876856,22166.2143074,44827.98272280001,32473.3036882,32736.1162608,59571.1093712,9982.59133394,32126.4085634,43880.0749772,12559.93918692,28230.3222024,23530.351844,35132.244066800005,27559.2130412,74198.2196594,10352.6166966,57387.34654380001,28698.385613200004,15994.53729904
CTA_1118,1118,CTA_1118_R,7th District (Nasr City),Tagneed (Hadabet Al Haram)-7th District (Nasr City),1,CTA,10800.0,Tagneed (Hadabet Al Haram),37.30884161702737,4.0,17766.115055727318,4.0,4.0,Tagneed (Hadabet Al Haram),58791.440727,51877.5812308,53017.869073,65107.02617480001,26800.1389194,22053.958113,68269.219117,43534.3006602,17182.08746544,39645.062222800014,45822.2134556,46761.8355518,28622.603418,67150.46685540001,16595.76768974,57851.29635140001,30807.6387146,66696.6552224,46588.0889646,48607.7790694
CTA_1118,1118,CTA_1118_O,Tagneed (Hadabet Al Haram),7th District (Nasr City)-Tagneed (Hadabet Al Haram),0,CTA,10800.0,7th District (Nasr City),37.80738116609968,4.0,18003.514840999847,4.0,4.0,7th District (Nasr City),20613.1802786,18251.30797656,16809.2864544,14377.34563402,25705.555233000006,30166.682081,26630.1159932,23890.232422,34246.0656532,23598.5407132,22256.3274232,5117.17081152,22436.2829322,23243.7394166,34391.0209394,52164.8883532,29328.245728,24424.809495,4883.03062532,20247.4457476
CTA_1122,1122,CTA_1122_O,New Marg,3rd Settlement (New Cairo)-New Marg,0,CTA,1524.0,3rd Settlement (New Cairo),43.93666828944847,5.0,20922.222994975466,33.0,33.0,3rd Settlement (New Cairo),15000.08305418,45799.1846826,43864.1021234,20761.8561688,46831.5610912,51519.7993262,5829.87303738,53183.1804046,56474.3089178,34955.232508,51294.711939,34450.9015068,48259.2950742,41591.448543,58698.67504559999,46515.5356306,58212.84495780001,6901.52642252,34053.114729,48774.93476
CTA_1122,1122,CTA_1122_R,3rd Settlement (New Cairo),New Marg-3rd Settlement (New Cairo),1,CTA,1524.0,New Marg,43.50808157274569,5.0,20718.13408225985,33.0,33.0,New Marg,49575.3193916,17318.4436648,16962.06543188,31288.136713,50625.2595012,53662.2113148,51999.01581100001,25162.092237,55787.3160396,53873.7282628,22733.131105400003,30258.0188868,42920.878357,10354.71722522,53144.72850480001,83226.7925442,38073.135286,49985.9888752,30908.435099,19996.29622444
CTA_1124,1124,CTA_1124_R,New Marg,AUC-New Marg,1,CTA,6053.0,AUC,40.61305051391118,,19339.54786376723,8.0,8.0,AUC,34153.0363306,56877.858613,54763.966024,31068.5458652,65124.80548639999,69883.6556088,25119.6270278,65987.63882020001,74748.9649988,54077.8716502,63651.5245998,49222.4389784,65310.7361694,47491.5676876,76463.9625338,63728.0879286,73416.1048838,26064.468824,49009.23360940001,60567.8489934
CTA_1124,1124,CTA_1124_O,AUC,New Marg-AUC,0,CTA,6053.0,New Marg,48.695597855784385,8.0,23188.379931325897,10.0,8.0,New Marg,49575.3193916,17318.4436648,16962.06543188,31288.136713,50625.2595012,53662.2113148,51999.01581100001,25162.092237,55787.3160396,53873.7282628,22733.131105400003,30258.0188868,42920.878357,10354.71722522,53144.72850480001,83226.7925442,38073.135286,49985.9888752,30908.435099,19996.29622444
CTA_1128,1128,CTA_1128_R,Asmarrat,Mazallat-Asmarrat,1,CTA,15489.0,Mazallat,36.909270852340576,3.0,17575.84326301932,3.0,3.0,Mazallat,44182.5090056,10699.326738,12664.83198186,35247.01403380001,29768.238192400004,31431.4528636,50824.4451252,320.29157882,32322.1390438,38565.1299752,3043.80822756,19610.78657182,20793.4191616,26293.2462896,28816.071029,69417.31155760001,12763.66094564,48620.7021744,20164.7808066,6557.3278185
CTA_1128,1128,CTA_1128_O,Mazallat,Asmarrat-Mazallat,0,CTA,15489.0,Asmarrat,35.66010654148244,3.0,16981.00311499164,3.0,3.0,Asmarrat,8552.40137616,31642.2474002,30308.8831008,18968.25999114,24847.7793988,29584.113944800003,17280.77685674,35780.9743606,34493.8487768,15067.84100258,34651.052393599995,16743.78061632,26482.7791988,35509.6688964,36622.2654878,39445.3344758,37770.29922340001,15413.47717712,16109.45242606,33182.0015538
CTA_1138,1138,CTA_1138_O,Mazallat,Cairo Airport-Mazallat,0,CTA,2961.0,Cairo Airport,27.40477561214035,3.0,13049.893148638264,11.0,11.0,Cairo Airport,37726.555214,23322.0411004,21461.0900438,17327.340552200007,49905.6006228,54007.2015012,37586.6090028,33735.3872696,57458.9745546,48076.40302219999,30966.7541324,27175.1897554,44559.6942308,8675.76883244,56371.26529380001,74053.62691939999,45292.7323344,35856.561548000005,27577.292323,27453.482739
CTA_1138,1138,CTA_1138_R,Cairo Airport,Mazallat-Cairo Airport,1,CTA,2961.0,Mazallat,27.991048374101663,3.0,13329.070654334124,11.0,11.0,Mazallat,44182.5090056,10699.326738,12664.83198186,35247.01403380001,29768.238192400004,31431.4528636,50824.4451252,320.29157882,32322.1390438,38565.1299752,3043.80822756,19610.78657182,20793.4191616,26293.2462896,28816.071029,69417.31155760001,12763.66094564,48620.7021744,20164.7808066,6557.3278185
CTA_114-1060,114-1060,CTA_114-1060_O,Al Sayeda Nafeesa,Abou Wafya-Al Sayeda Nafeesa,0,CTA,7633.0,Abou Wafya,18.9948233560206,3.0,9045.153979057428,3.0,3.0,Abou Wafya,41791.20590340001,8988.88365796,10802.88605346,32871.1925064,28607.8508734,30600.2625236,48376.81285280001,2144.27215724,31857.6015328,36707.3470036,2113.58787972,17196.75348118,19808.01104412,24809.637712400006,28677.82732,67581.5546182,13583.4105148,46172.3546268,17761.03329558,5028.85336214
CTA_114-1060,114-1060,CTA_114-1060_R,Abou Wafya,Al Sayeda Nafeesa-Abou Wafya,1,CTA,7633.0,Al Sayeda Nafeesa,18.3196566019754,3.0,8723.646000940667,3.0,3.0,Al Sayeda Nafeesa,30273.7627092,24309.5852804,24523.9276904,32606.1823506,9146.26501376,12635.64429508,39136.6067558,21367.4950986,16104.38751142,17949.31191336,21953.2422776,14464.93979176,4630.07870806,37132.612865,16118.46873622,48363.3602198,17310.22576612,37197.1700806,14203.29741232,22846.3286626
CTA_1142,1142,CTA_1142_R,Asmarrat,Athar Al Naby-Asmarrat,1,CTA,3154.0,Athar Al Naby,31.403700238668176,3.0,14954.142970794368,12.0,11.0,Athar Al Naby,31771.9018578,33149.0154834,33354.4641118,38818.1480802,508.727653946,5286.26719664,41191.1652874,29524.335717,10149.19169096,14349.7310526,30422.7712388,22302.5429558,9040.51516102,45687.7367282,12958.63564352,42194.454575,22619.685836400004,39528.3293532,21898.263811,31570.2977328
CTA_1142,1142,CTA_1142_O,Athar Al Naby,Asmarrat-Athar Al Naby,0,CTA,3154.0,Asmarrat,29.146276866348444,3.0,13879.179460165926,11.0,11.0,Asmarrat,8552.40137616,31642.2474002,30308.8831008,18968.25999114,24847.7793988,29584.113944800003,17280.77685674,35780.9743606,34493.8487768,15067.84100258,34651.052393599995,16743.78061632,26482.7791988,35509.6688964,36622.2654878,39445.3344758,37770.29922340001,15413.47717712,16109.45242606,33182.0015538
CTA_1143,1143,CTA_1143_O,Ibrahim Bek,Mamaleek (Manial)-Ibrahim Bek,0,CTA,2989.0,Mamaleek (Manial),20.96818090193697,3.0,9984.848048541417,8.0,8.0,Mamaleek (Manial),34739.3493878,29228.0315266,29724.1331326,38738.123605,5695.57827076,7141.69409032,43927.054851,24447.9268264,9940.887405299998,19261.06503184,25622.8015298,20660.1002894,3754.90009798,42880.7541364,10158.04404252,47924.253242,16867.79834836,42098.4658972,20412.9633346,27160.7953068
CTA_1143,1143,CTA_1143_R,Mamaleek (Manial),Ibrahim Bek-Mamaleek (Manial),1,CTA,2989.0,Ibrahim Bek,19.321046385087506,3.0,9200.498278613095,8.0,8.0,Ibrahim Bek,48989.36389340001,10398.3518603,12311.2605254,36268.4810212,38834.6681364,40737.760074,54388.4009578,9404.59205542,41718.6410196,46373.2222166,8265.677225,24810.1229776,29998.605586,21831.0972814,38157.0170554,77199.6551608,21552.3524242,52185.9124424,25470.557236400004,8384.237402600002
CTA_1144,1144,CTA_1144_R,Abageyah,Ibrahim Bek-Abageyah,1,CTA,6958.0,Ibrahim Bek,18.67394510193461,3.0,8892.354810445051,4.0,4.0,Ibrahim Bek,48989.36389340001,10398.3518603,12311.2605254,36268.4810212,38834.6681364,40737.760074,54388.4009578,9404.59205542,41718.6410196,46373.2222166,8265.677225,24810.1229776,29998.605586,21831.0972814,38157.0170554,77199.6551608,21552.3524242,52185.9124424,25470.557236400004,8384.237402600002
CTA_1144,1144,CTA_1144_O,Ibrahim Bek,Abageyah-Ibrahim Bek,0,CTA,6958.0,Abageyah,19.911612143370284,3.0,9481.720068271563,4.0,4.0,Abageyah,28322.2699058,22342.5932938,22373.0019946,29745.8276434,11500.65255456,15338.04670394,36964.341415,20553.2399816,18967.01152748,17920.6751663,20787.0895774,11612.33595246,7200.79749782,34576.005742400004,18967.02249526,48708.387431,18365.57591488,34973.6693856,11331.64837646,21276.5592078
CTA_1145,1145,CTA_1145_R,Tagneed (Hadabet Al Haram),Mazallat-Tagneed (Hadabet Al Haram),1,CTA,6965.0,Mazallat,29.609756714041943,3.0,14099.88414954378,5.0,5.0,Mazallat,44182.5090056,10699.326738,12664.83198186,35247.01403380001,29768.238192400004,31431.4528636,50824.4451252,320.29157882,32322.1390438,38565.1299752,3043.80822756,19610.78657182,20793.4191616,26293.2462896,28816.071029,69417.31155760001,12763.66094564,48620.7021744,20164.7808066,6557.3278185
CTA_1145,1145,CTA_1145_O,Mazallat,Tagneed (Hadabet Al Haram)-Mazallat,0,CTA,6965.0,Tagneed (Hadabet Al Haram),35.707466631059646,3.0,17003.55553859983,6.0,5.0,Tagneed (Hadabet Al Haram),58791.440727,51877.5812308,53017.869073,65107.02617480001,26800.1389194,22053.958113,68269.219117,43534.3006602,17182.08746544,39645.062222800014,45822.2134556,46761.8355518,28622.603418,67150.46685540001,16595.76768974,57851.29635140001,30807.6387146,66696.6552224,46588.0889646,48607.7790694
CTA_1146,1146,CTA_1146_R,Masaken Sheraton,Ibrahim Bek-Masaken Sheraton,1,CTA,5358.0,Ibrahim Bek,19.378387446889736,3.0,9227.80354613797,5.0,5.0,Ibrahim Bek,48989.36389340001,10398.3518603,12311.2605254,36268.4810212,38834.6681364,40737.760074,54388.4009578,9404.59205542,41718.6410196,46373.2222166,8265.677225,24810.1229776,29998.605586,21831.0972814,38157.0170554,77199.6551608,21552.3524242,52185.9124424,25470.557236400004,8384.237402600002
CTA_1146,1146,CTA_1146_O,Ibrahim Bek,Masaken Sheraton-Ibrahim Bek,0,CTA,5358.0,Masaken Sheraton,19.47050061353772,3.0,9271.666958827484,5.0,5.0,Masaken Sheraton,33992.800016,20280.402546,18282.24031672,13915.50099074,45473.6399214,49614.409474,34633.220833199994,30656.443668799995,53137.1221846,43645.7512542,27923.276442,22753.481895,40303.252678400015,8118.0258621,52182.1476276,70002.493233,41715.8389296,32780.978071,23139.6102142,24424.0153042
CTA_1150,1150,CTA_1150_R,15th of May,Giza Square-15th of May,1,CTA,6099.0,Giza Square,45.92391640628002,5.0,21868.531622038103,9.0,9.0,Giza Square,38354.1570214,30032.9768276,30768.1429118,41654.744209400014,8388.89678008,7715.06145922,47512.4500732,24045.7283072,8483.66042844,22678.9574436,25573.3313888,23131.859962,5004.9984469,44393.88498600001,7071.60587826,50624.3163374,14771.38845258,45665.921683,22963.9917192,27529.6683476
CTA_1150,1150,CTA_1150_O,Giza Square,15th of May-Giza Square,0,CTA,6099.0,15th of May,45.032418756224956,5.0,21444.008931535693,9.0,9.0,15th of May,41741.4728328,78257.9020722,77099.132854,61952.21719040001,55898.0007936,58102.8102342,42830.307552,80427.6739204,61926.03749700001,42676.1526534,79971.9024246,62979.864031,63693.4419132,81759.07197919999,66856.9106296,15842.20191958,77661.22918239997,44079.9699492,62297.9492078,79201.04215660003
CTA_1151,1151,CTA_1151_O,Asmarrat,Abd Al Moneim Riad-Asmarrat,0,CTA,7307.0,Abd Al Moneim Riad,30.900759303957898,3.0,14714.647287598998,5.0,5.0,Abd Al Moneim Riad,37432.5782256,20081.4912426,21003.4491554,35655.1243402,15753.93422422,17277.107167200003,45741.5251118,14111.48990436,18609.44511154,26608.0047276,15458.11215292,16570.78651098,6670.37681376,35012.8215812,16006.742629299999,56884.9677832,8969.27528212,43674.8728776,16678.88712994,17397.29128852
CTA_1151,1151,CTA_1151_R,Abd Al Moneim Riad,Asmarrat-Abd Al Moneim Riad,1,CTA,7307.0,Asmarrat,27.568053105376464,3.0,13127.644335893554,5.0,5.0,Asmarrat,8552.40137616,31642.2474002,30308.8831008,18968.25999114,24847.7793988,29584.113944800003,17280.77685674,35780.9743606,34493.8487768,15067.84100258,34651.052393599995,16743.78061632,26482.7791988,35509.6688964,36622.2654878,39445.3344758,37770.29922340001,15413.47717712,16109.45242606,33182.0015538
CTA_1153,1153,CTA_1153_R,Abd Al Moneim Riad,Helwan Public Club-Abd Al Moneim Riad,1,CTA,7350.0,Helwan Public Club,33.90073698813839,3.0,16143.208089589709,6.0,6.0,Helwan Public Club,35109.8654316,68802.9177482,67844.80327419999,55535.6757842,44162.1180564,46107.44324180001,38758.7053632,69983.61958880001,49796.4189438,31699.0259012,69771.4088588,53533.144295,52289.6437498,74062.6123124,54787.85711100001,4557.30432682,66277.6388628,39457.5462112,52844.995402,69328.2623768
CTA_1153,1153,CTA_1153_O,Helwan Public Club,Abd Al Moneim Riad-Helwan Public Club,0,CTA,7350.0,Abd Al Moneim Riad,33.983366644413124,3.0,16182.55554495863,6.0,6.0,Abd Al Moneim Riad,37432.5782256,20081.4912426,21003.4491554,35655.1243402,15753.93422422,17277.107167200003,45741.5251118,14111.48990436,18609.44511154,26608.0047276,15458.11215292,16570.78651098,6670.37681376,35012.8215812,16006.742629299999,56884.9677832,8969.27528212,43674.8728776,16678.88712994,17397.29128852
CTA_12,12,CTA_12_R,Abageyah,Giza Square-Abageyah,1,CTA,1546.0,Giza Square,10.472491196684084,3.0,4986.900569849564,8.0,8.0,Giza Square,38354.1570214,30032.9768276,30768.1429118,41654.744209400014,8388.89678008,7715.06145922,47512.4500732,24045.7283072,8483.66042844,22678.9574436,25573.3313888,23131.859962,5004.9984469,44393.88498600001,7071.60587826,50624.3163374,14771.38845258,45665.921683,22963.9917192,27529.6683476
CTA_122-1059,122-1059,CTA_122-1059_R,Masaken Zainhom,Amiriya-Masaken Zainhom,1,CTA,1972.0,Amiriya,15.900708586796414,3.0,7571.765993712578,10.0,9.0,Amiriya,39461.8122704,954.947684194,3077.00788132,27043.3923334,33267.715608,36082.0846076,44758.829668,9519.5339626,38122.802521,38493.7924576,6751.618190000001,15716.75027728,25289.2442748,16650.84832892,35578.349877,69014.2517384,21646.9139732,42555.6121126,16399.53177416,3237.54421766
CTA_122-1059,122-1059,CTA_122-1059_O,Amiriya,Masaken Zainhom-Amiriya,0,CTA,1972.0,Masaken Zainhom,14.96772673852654,3.0,7127.488923107876,9.0,9.0,Masaken Zainhom,31968.4830132,24361.6325624,24721.4531682,33957.7696268,9186.72109122,12120.4055531,40822.8323388,20692.610556400006,15172.73122456,19293.7850436,21478.9059108,15525.43144698,2986.48736202,37679.9618,14767.55897138,49481.479779,15822.87986756,38878.17847940001,15320.32087368,22623.0131982
CTA_124,124,CTA_124_O,Moneeb,Abd Al Moneim Riad-Moneeb,0,CTA,1893.0,Abd Al Moneim Riad,11.689490570257012,3.0,5566.424081074768,7.0,7.0,Abd Al Moneim Riad,37432.5782256,20081.4912426,21003.4491554,35655.1243402,15753.93422422,17277.107167200003,45741.5251118,14111.48990436,18609.44511154,26608.0047276,15458.11215292,16570.78651098,6670.37681376,35012.8215812,16006.742629299999,56884.9677832,8969.27528212,43674.8728776,16678.88712994,17397.29128852
